"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. Chrystusa Dobrego Pasterza","62-436 Orchowo, ul. Powstańc&oacute;w Wlkp. 1","","","63/268.49.09","ks. Mariusz KORONOWSKI","8.30, 11.45, 18.00; Lin&oacute;wiec: 10.30","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_trzemeszenski/orchowo_par._pw._chrystusa_dobrego_pasterza.html"
"Parafia pw. Wszystkich Świętych","62-436 Orchowo, ul. Ks. Nikodema Siega 2","","","63/268.40.18","ks. Cezary SIERAKOWSKI","kaplica: 8.00; filia: 9.30; kości&oacute;ł parafialny: 11.00","czas letni: 17.00; czas zimowy: 17.15","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_trzemeszenski/orchowo_par._pw._wszystkich_swietych.html"
"Parafia pw. św. Elżbiety","88-100 Inowrocław , Orłowo 44","www.parafiaorlowo.pl/","","52/357.95.66","ks. Marek KOWALCZYK","9.00, 11.00","czas letni: 18.00; czas zimowy: 17.00","9.00, 17.00/18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_ii/orlowo_par._pw._sw._elzbiety.html"
"Parafia pw. MB Częstochowskiej","62-322 Orzechowo, ul. Bukowa 36","","","61/437.10.83","ks. Jarosław KULPIŃSKI","7.30, 9.30, 10.45, 12.00, 17.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_miloslawski/orzechowo_par._pw._mb_czestochowskiej.html"
"Parafia pw. MB Częstochowskiej","62-402 Ostrowite, ul. Kościelna 1","","","63/276.51.22","ks. Henryk KACZMAREK","9.00, 11.00, 16.00, Siernicze Wielkie: 12.00","czas letni: 7.30, 18.00; czas zimowy: 7.30, 16.00","9.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kleczewski/ostrowite_par._mb_czestochowskiej.html"
"Parafia pw. św. Marcina","62-230 Witkowo , Ostrowite Prymasowskie 22","","","61/477.56.06","ks. Jan DOBRZYŃSKI","8.00, 9.30, 11.15; lato: 7.30, 9.15, 11.15, 19.00","18.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_witkowski/ostrowite_prymasowskie_par._pw._sw._marcina.html"
"Parafia pw. Nawiedzenia NMP","62-420 Strzałkowo , Ostrowo Kościelne 7","","","63/275.01.23","ks. Marek ŻURAWSKI","8.30, 11.00","czas letni: 18.30; czas zimowy: 16.00","8.30, 11.00, czas letni: 18.30; czas zimowy: 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzalkowski/ostrowo_koscielne_par._pw._nawiedzenia_nmp.html"
"Parafia pw. Najśw. Serca Pana Jezusa","88-322 Ostrowo Mogileńskie","","ks.witold@wp.pl","52/318.13.21","ks. Witold ZIELIŃSKI","8.15, 10.00, 11.30","czas letni: 18.00; czas zimowy: 17.00","10.00, 18.00 (17.00)","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/ostrowo_mogilenskie_par._pw._najswietszego_serca_pana_jezusa.html"
"Parafia pw. św. Mateusza","88-121 Chełmce, Ostrowo n. Gopłem","","","52/351.66.27","ks. Bogdan TRZASKAWKA","9.00, 11.30, Ostr&oacute;wek: 15.00","czas letni: 8.00, 18.00; czas zimowy: 8.00, 17.00","7.00, 9.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kruszwicki/ostrowo_n._goplem_par._pw._sw._mateusza.html"
"Parafia pw. MB Szkaplerznej","88‑140 Gniewkowo, Ostrowo k. Gniewkowa 21","","","52/351.22.94","ks. Alojzy KUDLIŃSKI","8.30, 11.00, 15.00","17.30","11.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gniewkowski/ostrowo_par._pw._mb_szkaplerznej.html"
"Parafia pw. Pana Jezusa Ukrzyżowanego i MB Bolesnej","88‑170 Pakość‑Kalwaria, ul. Barcińska 60","","irwa2@interia.pl","52/351.81.38","o. Ireneusz Adam GŁÓWCZEWSKI OFM","9.00, 11.00","czas letni: 17.00, czas zimowy: 17.00","17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/pakosc_par._pw._pana_jezusa_ukrzyzowanego.html"
"Parafia pw. św. Bonawentury","88‑170 Pakość, ul. Inowrocławska 3, 52/351.85.43, / 52/351.81.78, ","","pakoscparafia@gniezno.opoka.org.pl","52/351.85.43, tel./fax 52/351.81.78,","o. Nikodem Roman SMARZ OFM","Ludwiniec: 7.00, 8.15, 9.00, 9.30; Radłowo: 10.30, 11.00, 12.30, 18.00","7.00, 18.00","7.00, 10.00, 16.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/pakosc_par._pw._sw._bonawentury.html"
"Parafia pw. św. Marcina","88-314 J&oacute;zefowo k. Mogilna, Palędzie Kościelne 3","","","52/315.85.25","ks. Marek SOBOCIŃSKI","8.00, 10.30; w Wielkim Poście i w październiku dodatkowo: 15.00","czas letni: 18.00; czas zimowy: 17.00","9.30, 18.00; czas zimowy: 9.30, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/paledzie_koscielne_par._pw._sw._marcina.html"
"Parafia pw. św. Wojciecha","88‑110 Inowrocław 2, Parchanie","parchanie.prv.pl/index_pliki/Page440.htm","","52/351.27.25","ks. Marian KIERZKOWSKI","7.30, 9.30, 11.00","czas letni: 18.00; czas zimowy: 17.00","9.30, 15.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gniewkowski/parchanie_par._pw._sw._wojciecha.html"
"Parafia pw. NMP Kr&oacute;lowej Świata","64-608 Parkowo, Parkowo98","","","67/261.05.28","ks. Jan ANDRZEJEWSKI","8.00, 11.30, Wełna: 9.45","czas letni: 18.00; czas zimowy: 17.00","8.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogozinski/parkowo_par._pw._nmp_krolowej_swiata.html"
"Parafia pw. św. Wawrzyńca","88-306 Dąbrowa,, Pralin ","","","52/315.33.16","ks. Edmund HAMERSKI","8.30, 11.00","czas letni: 18.00; czas zimowy: 17.00","10.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/parlin_par._pw._sw._wawrzynca.html"
"Parafia pw. św. Marcina","62‑250 Czerniejewo , Pawłowo 27 ","swmarcinpawlowo.pl/","sw.marcin.pawlowo@gmail.com","61/427.32.77","ks. Mariusz WIECZORKIEWICZ","8.30, 11.00","czas letni: 18.30, czas zimowy: 17.30","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gnieznienski_i/pawlowo_par._pw._sw._marcina.html"
"Parafia pw. Świętej Tr&oacute;jcy","86-060 Nowa Wieś Wielka , Pęchowo 28","","","52/566.73.33","ks. Krzysztof SKRZYPCZAK","9.00, 11.00","czas letni: 17.00; czas zimowy: 16.00","10.00, 17.00/16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zlotnicki/pechowo_par._pw._swietej_trojcy.html"
"Parafia pw. Ścięcia św. Jana Chrzciciela","88-153 Kruszwica, Piaski 32","","","52/567.45.45","ks. Paweł BŁOCHOWIAK","8.30, 10.30","czas letni: 18.00; czas zimowy: 17.00","8.30, 18.00; czas zimowy: 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kruszwicki/piaski_par._pw._sciecia_sw._jana_chrzciciela.html"
"Parafia pw. MB Częstochowskiej i św. Barbary","88‑192 Piechcin, ul. Dworcowa 4","","balcerz@op.pl","52/383.72.40","ks. Stefan BALCERZAK","8.00, 10.00, 12.00, 17.00","czas letni: 8.00, 18.00, czas zimowy: 8.00, 17.00","9.00, 16.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/piechcin_par._pw._mb_czestochowskiej_i_sw._barbary.html"
"Parafia pw. św. Mikołaja Bp.","Sanktuarium MB Łaskawej, Pieranie 36/1, 88-133 Dąbrowa Biskupia","www.pieranie.net/","kswojciech@neostrada.pl","52/351.15.90","ks. Wojciech CZECHYRA","8.30, 10.30","czas letni: 18.00, czas zimowy: 16.30","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_inowroclawski_ii/pieranie_par._pw._sw._mikolaja_bp..html"
"Parafia pw. św. Maksymiliana Marii Kolbego","88‑111 Rojewo, Płonkowo 31","","","52/351.13.92","ks. Józef BACHORZ","9.00, 11.00","czas letni: 18.00; czas zimowy: 16.30","16.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gniewkowski/plonkowo_par._pw._sw._maksymiliana_marii_kolbego_i....html"
"Parafia pw. MB Nieustającej Pomocy","62-010 Pobiedziska, ul. Wierzbowa 37/39","","parafiambnp@neostrada.pl","61/817.75.49","ks. Adam ZASADA","8.00, 11.00, 18.00","18.00","10.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_pobiedziski/pobiedziska_par._pw._mb_nieustajacej_pomocy.html"
"Parafia pw. św. Michała Archanioła","62-010 Pobiedziska, ul. Gnieźnieńska 2","","ireneuszplu@poczta.onet.pl","61/817.71.12","ks. Ireneusz PLUCIŃSKI","7.00, 9.00, 11.00, 15.00, 18.30","6.30, 18.30;","6.30, 9.00, 11.00, 17.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_pobiedziski/pobiedziska_par._pw._sw._michala_archaniola.html"
"Parafia pw. Świętego Ducha","62-010 Pobiedziska, ul. Władysława Jagiełły 23","","","","ks. Stanisław DROŻYŃSKI","8.00, 9.45, 11.00, 12.15, 17.00","7.00, 18.00","7.00, 9.00, 12.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_pobiedziski/pobiedziska_par._pw._swietego_ducha.html"
"Parafia pw. św. Anny","62-285 Popowo Kościelne, Sarbia ","","","61/427.88.91","ks. Grzegorz BORUSZEWSKI","9.00, 10.30, 12.30; maj i październik: 16.00","czas letni: Podlesie: 18.00; Sarbia: 17.00; czas zimowy: Podlesie: 17.00; Sarbia: 18.00","10.00, 17.00, czas zimowy: 18.00; czas letni: 18.00, 19.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_klecki/podlesie_koscielne_par._pw._sw._anny.html"
"Parafia pw. św. Kazimierza","64‑840 Budzyń, Podstolice 4","","","67/284.38.82","ks. Adam KUCHARSKI","9.30, 11.00","czas letni: 18.00; czas zimowy: 17.00","16.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_chodzieski/podstolice_par._pw._sw._kazimierza.html"
"Parafia pw. św. Marka Ew.","88-150 Kruszwica, Polanowice ","","","52/351.53.02","ks. Janusz POPOWSKI","9.00, 11.00, 15.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kruszwicki/polanowice_par._pw._sw._marka_ew..html"
"Parafia pw. Opieki MB","62-272 Łagiewniki Kościelne","","","61/427.71.86",":","10.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kiszkowski/pomorzany_par._pw._opieki_mb.html"
"Parafia pw. Najświętszego Serca Pana Jezusa","Popowo-Ignacewo 1, 62-212 Mieleszyn","","","61/427.74.14","ks. Henryk SZEFFLER","8.00, 9.30, 11.15","czas letni: 18.00; czas zimowy: 17.00","9.30, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_klecki/popowo_ignacewo_par._pw._najswietszego_serca_pana_jezusa.html"
"Parafia pw. Zwiastowania NMP","62-285 Popowo Kościelne","","","61/427.88.98","ks. Edward LAJTLOCH","8.00, 10.30","czas letni: 18.00; czas zimowy: 17.00","8.00, 10.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_klecki/popowo_koscielne_par._pw._zwiastowania_nmp.html"
"Parafia pw. św. Katarzyny","62-100 Wągrowiec, Potulice 2","","","67/261.68.84","ks. Tomasz KUBIAK","8.30, 11.00","17.00","17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogozinski/potulice_par._pw._sw._katarzyny.html"
"Parafia pw. św. Mikołaja","62-430 Powidz, ul. Kościelna 7","","fred@plusnet.pl","63/277.69.05","ks. Alfred LEWICZ","7.00, 9.00, 11.30; czas zimowy: 17.00, lato: 19.00","czas letni: 8.00, 19.00; czas zimowy: 8.00, 17.00","8.00, 11.30, lato: 17.00, zima: 19.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_witkowski/powidz_par._pw._sw._mikolaja.html"
"Parafia pw. Św. Stanisława Bp.","64-610 Rogoźno, Pruśce 40","","szymendera@interia.pl","67/261.00.61","ks. Szczepan SZYMENDRA","Pruśce: 8.00, 11.00; Wiatrowo: 10.00","czas letni: 19.00; czas zimowy: 18.00","Pruśce: 10.30, 18.00/19.00; Wiatrowo: 16.00/17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogozinski/prusce_par._pw._sw._stanislawa_bm.html"
"Parafia pw. Narodzenia NMP","62-310 Pyzdry , ul. Kaliska 25","www.pyzdry.parafialnastrona.pl/","","63/276.81.72","ks. Ryszard KOPCZYŃSKI","8.45, 10.30, 12.00, 17.00","czas letni: 7.30, 18.00; czas zimowy: 7.30, 17.00","8.45, 10.30, 12.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zagorowski/pyzdry_par._pw._narodzenia_nmp.html"
"Parafia pw. Wszystkich Świętych","62-285 Popowo Kościelne , Raczkowo 37","","","61/427.93.17","ks. Mirosław WĘGLARZ","8.00, 11.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kiszkowski/raczkowo_par._pw._wszystkich_swietych.html"
"Parafia pw. św. J&oacute;zefa","64‑820 Szamocin, Raczyn 30","","slawomir.rachwalski@plusnet.pl","67/283.39.04","ks. Sławomir RACHWALSKI","Raczyn: 7.30, 11.00; Zacharzyn: 9.00","czas letni: 19.00; czas zimowy: 17.00","Zacharzyn: 9.00, 18.30; Raczyn: 17.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_chodzieski/raczyn_par._pw._sw._jozefa.html"
"Parafia pw. św. Barbary i NMP Matki Kościoła","88-150 Kruszwica , Rechta-Sukowy","","tabaczkap@poczta.onet.pl","52/351.62.23","ks. Przemysław TABACZKA","9.00, 11.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/rechta_par._pw._sw._barbary_i_matki_kosciola.html"
"Parafia pw. Najświętszego Serca Pana Jezusa","62-093 Rejowiec Poznański, Rejowiec 32","","","61/812.48.82","ks. Błażej CZARNECKI","9.00, 11.00, 15.00","18.00","9.00, 11.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kiszkowski/rejowiec_poznanski_par._pw._najswietszego_serca_pana_jezusa.html"
"Parafia pw. św. Doroty","88-420 Rogowo, ul. Kościelna 16","","","52/302.40.14","ks. Zenon STARSZAK","7.30, 9.00, 10.30, 16.00","8.00, 18.00","7.30, 10.30, 16.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogowski/rogowo_par._pw._sw._doroty.html"
"Parafia pw. Ducha Świętego","64-610 Rogoźno, Pl. Jana Pawła II 2","","","67/261.80.24","ks. Eugeniusz ŚLIWA","7.30, 9.00, 10.30, 12.00, 18.00","","7.00, 9.30, 16.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogozinski/rogozno_par._pw._ducha_swietego.html"
"Parafia pw. św. Wita","64-610 Rogoźno, ul. Kościelna 10","www.parafia-wita.pl/viewpage.php?page_id=3","","67/261.80.54","ks. Jarosław ZIMNY","7.00, 8.00, 10.00, 11.15, 18.30","7.00, 18.30","7.00, 16.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogozinski/rogozno_par._pw._sw._wita.html"
"Parafia pw. Najświętszego Serca Pana Jezusa","88‑111 Rojewo, Rojewice","","","52/351.25.90","ks. Leszek SAKOWSKI","8.00, 10.00; w kaplicy: 11.30","czas letni: 16.30; czas zimowy: 16.00","10.00, 16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gniewkowski/rojewice_par._pw._najswietszego_serca_pana_jezusa.html"
"Parafia pw. NMP Wspomożycielki Wiernych","88‑111 Rojewo, Rojewo 106","","","52/351.13.16","ks. Edward OKOŃSKI","9.00, 11.00","17.00","10.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gniewkowski/rojewo_par._pw._nmp_wspomozycielki_wiernych.html"
"Parafia pw. św. Brata Alberta","62-436 Orchowo, R&oacute;żanna","","","63/268.49.61","ks. Jan KORYGACZ","9.00, 10.30","czas letni: 18.30; czas zimowy: 17.30","czas zimowy: 16.00, 17.30; czas letni: 17.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_trzemeszenski/rozanna_par._pw._sw._brata_alberta.html"
"Parafia pw. św. Marii Magdaleny","88-411 Ryszewko, Ryszewko 2","","","52/302.57.29","ks. Ryszard ZWOLAN","8.15, 11.30","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogowski/ryszewko_par._pw._sw._marii_magdaleny.html"
"Parafia pw. św. Rocha","88-320 Strzelno , Rzadkwin","","","52/318.10.76","ks. Zbigniew BUKOWSKI","8.30, 11.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/rzadkwin_par._pw._sw._rocha.html"
"Parafia pw. św. Michała Archanioła","62-406 Lądek , Samarzewo","","","63/276.39.78","ks. Zenon KOZŁOWSKI","kaplica: 8.00, kości&oacute;ł: 9.30, 12.00","czas letni: 18.00; czas zimowy: 16.00","9.30, 18.00/16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_slupecki/samarzewo_par._pw._sw._michala_archaniola.html"
"Parafia pw. św. Michała Archanioła","88-324 Jeziora Wielkie , Siedlimowo","www.parafiasiedlimowo.pl/","","52/318.72.58","ks. Witold SADŁOWSKI","8.00, 10.00, 12.00","czas letni: 17.00; czas zimowy: 16.00","16.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/siedlimowo_par._pw._sw._michala_archaniola.html"
"Parafia pw. Świętej Tr&oacute;jcy","62-420 Strzałkowo , Skarboszewo","","","63/275.01.58","ks. Andrzej GŁOGOWSKI","8.00, 11.00; Naruszewo: 9.15","czas letni: 18.00; czas zimowy: 17.00","czas letni: 18.00; czas zimowy: 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzalkowski/skarboszewo_par._pw._swietej_trojcy.html"
"Parafia pw. św. Mikołaja Bp.","62‑085 Skoki , ul. Kościelna 7","","","/fax 61/812.42.91","ks. Karol KACZOR","7.00, 8.00, 10.00, 11.30, 18.00","18.00","10.00, 16.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_goslinski/skoki_par._pw._sw._mikolaja_bp..html"
"Parafia pw. Świętej Tr&oacute;jcy","88-306 Dąbrowa, Słaboszewo","parafiaslaboszewo.pl/","","52/315.36.13","Ks. Sławomir HEKIERT","9.00, 11.00","18.00","10.00 i 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_mogilenski/slaboszewo_par._pw._swietej_trojcy.html"
"Parafia pw. św. Mikołaja","62‑265 Sławno, ul. Kościelna 2","","","61/427.71.92","ks. Ryszard GILAS","8.00, 11.15","czas letni: 18.00; czas zimowy: 17.00","8.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kiszkowski/slawno_par._pw._sw._mikolaja.html"
"Parafia pw. św. Bartłomieja","88-150 Kruszwica , Sławsk Wielki 55","","","52/351.63.70","ks. Stanisław TOKARCZYK","Sławsk Wielki: 8.30, 11.30; Kobylniki: 10.00","czas letni: 8.00, 18.00; czas zimowy: 18.00","Sławsk Wielki: 8.00, 18.00; Kobylniki: 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_kruszwicki/slawsk_wielki_par._pw._sw._bartlomieja.html"
"Parafia pw. Wniebowzięcia NMP","64-610 Rogoźno, Słomowo 5","www.parafia-slomowo.ovh.org","renwoj@gmail.com","67/261.05.41","ks. Wojciech REN","8.00, 11.00","18.00","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_rogozinski/slomowo_par._pw._wniebowziecia_nmp.html"
"Parafia pw. bł. Michała Kozala BM","62-400 Słupca , ul. Kopernika 10","","","kom. 602.684.366","ks. Hieronim SZCZEPANIAK","7.30, 9.00, 10.30, 12.00, 17.00","7.15, 17.00","9.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_slupecki/slupca_par._pw._bl._michala_kozala_bm.html"
"Parafia pw. św. Leonarda","Sanktuarium Św. Krzyża, 62-400 Słupca, ul. Sienkiewicza 11","www.leonardslupca.pl/?page_id=4","parafia@leonardslupca.pl","63/275.19.71","ks. Zbigniew SZYK","8.00, 9.30, 10.30 (Kotunia), 12.00 i 16.00","czas letni: 18.00; czas zimowy: 17.00","10.00, 18.00, kaplica: 16.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_slupecki/slupca_par._pw._sw._leonarda.html"
"Parafia pw. św. Wawrzyńca","62-400 Słupca , ul. Kościelna 3","","","63/277.13.07","ks. Tomasz RYŚ","7.00, 8.30, 10.00, 11.30, 13.00, 18.00","7.00, 10.00, 18.00","7.00, 10.00, 16.30, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_slupecki/slupca_par._pw._sw._wawrzynca.html"
"Parafia pw. św. Jakuba Większego Ap.","62-305 Sokolniki k. Wrześni, ul. Kościelna 5","","","61/438.59.52","ks. Marek STAJKOWSKI","9.00, 11.00","czas letni: 8.00/18.00; czas zimowy: 8.00/17.00","10.00, 17.00/18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_miloslawski/sokolniki_par._pw._sw._jakuba_wiekszego_ap..html"
"Parafia pw. św. Stanisława Bp.","62-212 Mieleszyn, Sokolniki","","","61/427.74.84","ks. Lech MĄKA","8.30, 10.30","czas letni: 18.00; czas zimowy: 17.00","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_klecki/sokolniki_par._pw._sw._stanislawa_bp..html"
"Parafia pw. św. Mikołaja","62‑120 Wapno, Srebrna G&oacute;ra 57","","","67/261.10.31","ks. Marek SZEWCZYKOWSKI","8.00, 11.00","czas letni: 18.00; czas zimowy: 16.00","10.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_damaslawski/srebrna_gora_par._pw._sw._mikolaja.html"
"Parafia pw. św. Jadwigi Śląskiej","62-420 Strzałkowo, Staw","","","63/275.91.07","ks. Andrzej SOBASZKIEWICZ","kaplica w Unii: 8.30, w kościele: 11.00 i 16.00;","17.00","10.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzalkowski/staw_par._pw._sw._jadwigi_slaskiej.html"
"Parafia pw. św. Wojciecha","88-320 Strzelno, Stodoły 32","","","52/318.11.26","ks. Ryszard FLUDER","8.30, 10.30; w Wielkim Poście: 15.00","czas letni: 8.00, 17.30; czas zimowy: 8.00, 16.30","9.00, 17.30 (16.30)","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/stodoly_par._pw._sw._wojciecha.html"
"Parafia pw. MB Szkaplerznej","64‑800 Chodzież, Str&oacute;żewo 7","","","67/284.51.29","ks. Józef WĘDZIKOWSKI","9.00, 11.00","czas letni: 18.00; czas zimowy: 17.00","9.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_chodzieski/strozewo_par._pw._mb_szkaplerznej.html"
"Parafia pw. św. Doroty","62-420 Strzałkowo, ul. Ks. Stanisława Marusarza 5","","ksprobwarczak@onet.eu","63/275.02.00","ks. Józef WARCZAK","7.30, 9.00, 10.30, 12.00, 16.00","8.30, 18.30","8.30, 11.00, 16.00, 18.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzalkowski/strzalkowo_par._pw._sw._doroty.html"
"Parafia pw. Narodzenia NMP","88-300 Mogilno ","","","","ks. Krzysztof KINOWSKI","8.00, 10.15","czas letni: 17.30; czas zimowy: 16.30","10.15, 16.30/17.30","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/strzelce_par._pw._narodzenia_nmp.html"
"Parafia pw. Świętej Tr&oacute;jcy","88-320 Strzelno, Plac Świętego Wojciecha 1, / 052/318.92.81","www.parafiastrzelno.pl/aktualnosci.html","","/fax 052/318.92.81","ks. Otton SZYMKÓW","7.00, 8.30, 10.00, 11.30, 18.00; kaplica Łąkie: 15.00","7.00, 18.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzelenski/strzelno_par._pw._swietej_trojcy.html"
"Parafia pw. Zwiastowania NMP","62‑200 Gniezno 1, Strzyżewo Kościelne","parafie-strzyzewo-jankowo.pl/","biuro@parafia%1Estrzyzewo%1Ejankowo.pl","61/427.13.41","ks. Krzysztof WOŹNIAK","8.00, 11.00","17.00","11.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gnieznienski_ii/strzyzewo_koscielne_par._pw._zwiastowania_nmp.html"
"Parafia pw. św. Bartłomieja","88‑140 Gniewkowo, Szadłowice 16","","","52/351.17.25","ks. Ireneusz OLIWKOWSKI","8.30, 10.30, 15.00","17.00","17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_gniewkowski/szadlowice_par._pw._sw._bartlomieja.html"
"Parafia pw. NMP Wspomożycielki Wiernych","Proboszcz, ks. Krzysztof MADECKI, , Wikariusz, ks. Maciej PACANOWSKI, , Święto patronalne:","parafia-szamocin.pl/","","67/283.33.03","ks. Krzysztof MADECKI","7.30, 10.00, 11.30, 12.45, 17.00","czas letni: 7.00, 18.00","7.30, 10.00, 16.30, 18.00; Heliodorowo: 15.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_chodzieski/szamocin_par._pw._nmp_wspomozycielki_wiernych.html"
"Parafia pw. św. Bartłomieja Apostoła","","www.parafiaszczepanowo.pl","st.hubert@wp.pl","52/315.38.95","ks. Hubert NOWAK","9.15, 11.15, 18.00","","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_barcinski/szczepanowo_par._pw._sw._bartlomieja_ap..html"
"Parafia pw. św. Urszuli","62-420 Strzałkowo , Szemborowo 46","","","63/275.90.29","","8.30, 11.00, 17.00","18.00","10.00, 18.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_strzalkowski/szemborowo_par._pw._sw._urszuli.html"
"Parafia pw. Najśw. Imienia Jezus, NMP i św. J&oacute;zefa","62-235 Trzemżal ","","","",":","9.30","wtorki, czwartki: 16.30","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_trzemeszenski/szydlowo_par._pw._najswietszego_imienia_jezus_nmp_i_sw._jozefa.html"
"Parafia pw. św. Jana Chrzciciela","63-308 Gizałki , ul. Kościelna 5","www.jchrzciciel-szymanowice.pl/","","62/741.11.04","ks. Zdzisław PIETRASZEWSKI","7.00, 10.00, 12.30; Świerczyna: 8.30; Lisewo: 11.15","czas letni: 7.30, 17.00; czas zimowy: 7.30, 16.00","","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_zagorowski/szymanowice_par._pw._sw._jana_chrzciciela.html"
"Parafia pw. Świętej Tr&oacute;jcy","88‑430 Janowiec Wlkp., Świątkowo 58","","","52/302.91.59","ks. Tadeusz GALICZ","9.00, 11.00","czas letni: 17.00; czas zimowy: 17.00","11.00, 17.00","http://www.archidiecezja.pl/parafie/dekanaty/dekanat_damaslawski/swiatkowo_par._pw._swietej_trojcy.html"
