"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. św. Jana Chrzciciela","64-603 Ludomy","www.ludomy.archpoznan.pl","ludomy@archpoznan.pl","67 283-61-14","ks. Tomasz  Kurkowiak","godz. 8.30, godz. 10.00, godz. 11.15","godz. 18.00","godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=181"
"Parafia pw. św. Jadwigi i św. Jakuba Ap.","62-080 Lusowo, ul. Poznańska 2","www.lusowo.pl","proboszcz@lusowo.pl","61 814-65-67","ks. Dariusz  Madejczyk","Lusowo: 7:30, 9:00, 10:30, 12.00 (z udziałem dzieci), 18:00, sobota - 17:00; kaplica Sierosław: sobota - 18:30 (od maja do końca września); kaplica Otowo: sobota &#8211; 19:30 (od maja do końca września)","18:00","10:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=279"
"Parafia pw. św. Rity","62-080 Lusówko","","","","ks. Adam  Przewoźny","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1215"
"Parafia pw. św. Andrzeja Ap. i NMP Wspomożenia Wiernych","64-410 Lutom 20","","henryk.korczynski@interia.pl","61 295-34-16","ks. Henryk  Korczyński","8:30, 11:00","18:30","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=395"
"Parafia pw. NMP Wniebowziętej, św. Jana Chrzciciela i św. Jana Ewangelisty","64-310 Lwówek, ul. Świetojańska 1","","parafialwowek@wp.pl","61 441-41-84","ks. Ekspedyt  Błaszczyk","godz. 8.00, godz. 10.30, godz. 11.30, godz. 18.30 w Chmielinku godz. 9.30","(zimą) godz. 17.00, godz. 18.00,  godz. 17.30, godz. 18.30","godz. 9.00, godz. 16.30, godz. 18.30; w Chmielinku godz. 17.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=150"
"Parafia pw. św. Marcina","63-900 Łaszczyn 30","http://parafialaszczyn.com.pl","biuro@parafialaszczyn.com.pl","65 545-27-21","ks. Mirosław  Nowak","godz. 8.30, godz. 11.00","poniedziałek godz. 8.00, i inne dni godz. 18.00","godz. 9.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=291"
"Parafia pw. św. Katarzyny i Niepokalanego Serca Maryi","64-062 Łęki Wielkie","","","61 443-10-84","ks. Janusz  Sobczak","godz. 7.30, godz. 11.00 w Łąkach Wielkich; godz. 16.00 w Kotuszu","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=91"
"Parafia pw. św. Katarzyny","Łężce","","","","","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=394"
"Parafia pw. św. Wawrzyńca","64-336 Łomnica 85","www.cudowneoblicze.pl","","68 386-71-15","ks. Cezary  Kuciński","Łomnica - godz. 8.00, godz. 11.30; Chrośnica - godz. 10.00","godz. 18.00; Chrośnica - sobota godz. 17.00","Łomnica - godz. 9.00, godz. 18.00; Chrośnica - godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=403"
"Parafia pw. Wniebowzięcia NMP","64-426 Łowyń, ul. Kościelna 10","","","95 748-19-11","ks. Ireneusz  Majewicz","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=158"
"Parafia pw. św. Jadwigi","62-060 Łódź, ul. Szkolna 26","","","61 813-44-61","ks. Tadeusz  Łukowiak","Łódź godz. 8.00, godz. 11.00; Trzebaw godz. 9.30","","godz. 9.00, godz. 17.00 lub godz. 18.00 czas letni","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=307"
"Parafia pw. św. Michała Archanioła","64-600 Łukowo","http://parafia-roznowo-lukowo.pl","proboszcz.roznowo@wp.pl","61 297-14-23","","godz. 9.45; sobota: latem-17.30, zimą-16.30","brak","zimowe godz. 16.30, lato godz. 17.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=180"
"Parafia pw. św. Mikołaja","64-605 Maniewo Maniewo","","","61 297-28-32","ks. Bolesław  Kapuściński","godz. 7.45, godz. 9.30, godz. 11.00","godz. 18.00","godz. 7.45, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=179"
"Parafia pw. św. Wawrzyńca","63-000 Mączniki","www.maczniki.pl","","61 285-25-47","ks. Michał  Lewandowski","Mączniki godz. 8.00, godz. 11.30; Bagrowo godz. 10.00","Mączniki godz. 18.00","Mączniki godz. 18.00; Bagrowo godz. 16.30;","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=348"
"Parafia pw. św. Jadwigi Śląskiej","63-021 Mądre 7","","brutek2@o2.pl","61 285-77-97","ks. Sławomir  Krzeszewski","godz. 9.00, godz.11.00","godz. 17.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=347"
"Parafia pw. św. Marcina Bpa","63-132 Mchy 28","","","61 282-19-29","ks. Stanisław  Łopuszański","godz. 8.00, godz. 10.00, godz. 11.30","godz. 18.00 (godz. 17.00 czas zimowy)","godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=16"
"Parafia pw. Najświętszej Maryi Panny i Wszystkich Świętych","64-316 Kuślin, Michorzewo, ul. Kościelna 2","www.michorzewo.archpoznan.pl","michorzewo@archpoznan.pl","61 447-30-35","ks. Przemysław  Danielczak","9:00, 11:00","18:00 - pora jesienno-zimowa; 19:00 - pora letnia","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=25"
"Parafia pw. św. Stanisława Bpa","64-361 Miedzichowo, ul. Poznańska 37","","","61 441-00-06","ks. Krystian  Górski","8:30, 11:00","18:00","18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=149"
"Parafia pw. św. Mikołaja","63-910 Miejska Górka, ul. Sikorskiego 1","","","65 547-44-43","ks. Marian  Podlarz","godz. 7.30, godz. 9.00, godz. 10.15 (dzieci), godz. 11.30, godz. 18.00 (młodzież)","godz. 7.30, godz. 18.00","godz. 7.30, godz. 9.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=290"
"Parafia pw. św. Wawrzyńca","63-200 Jarocin, Mieszków, ul. Dworcowa 9","","","62 749-30-19","ks. Eugeniusz  Kiszka","8:00, 9:30, 11:00","18:00","10:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=166"
"Parafia pw. Męczeństwa św. Jana Chrzciciela","64-400 Międzychód, ul. 17 Stycznia 71","","","95 748-26-66","ks. Tomasz  Górny","7:00, 8:30, 10:15, 11:30, 18:30","6:30, 18:30","7:00, 8:30, 10:15, 16:30, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=157"
"Parafia pw. Niepokalanego Serca Maryi","64-400 Międzychód, ul. Marsz. J. Piłsudskiego 27","www.nsmmiedzychod.pl","","95 748-34-69","ks. Roman  Grocholski","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=156"
"Parafia pw. św. Maksymiliana Kolbego","64-234 Przemęt, Mochy, ul. Spokojna 6","","","65 549-00-78","ks. Ryszard  Penczyński","8:00, 9:30, 11:00","18:00","10:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=268"
"Parafia pw. św. Idziego","62-063 Modrze, ul. Kościuszki 6","www.modrze.archpoznan.pl","modrze@archpoznan.pl","61 819-59-27","ks. Romuald  Turbański","godz. 7.30, godz. 9.00, godz. 11.00","","godz. 10.00, godz. 16.00, godz. 18.00 (godz. 19.00)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=306"
"Parafia pw. św. Mikołaja","62-050 Mosina, ul. Kościuszki 1","www.parafiamosina.republika.pl","edmajka@poczta.onet.pl","61 813-29-18","ks. Edward  Majka","7:30, 9:00, 10:30, 12:00, 18:00","7:00, 18:00","7:30, 9:00, 16:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=138"
"Parafia pw. Matki Boskiej Częstochowskiej","Mościejewo","","","61 291-10-40","","godz. 9.30","w piątki o godz. 16.30","godz. 16.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=190"
"Parafia pw. NMP Wniebowziętej","63-105 Mórka, ul. Spokojna 3","","mirowaw@epf.pl","61 281-97-93","ks. Ryszard  Pazgrat","godz. 8.00, godz. 11.00","okres letni: godz. 18.30; okres zimowy godz. 18.00","godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=357"
"Parafia pw. Wszystkich Świętych","64-111 Mórkowo","","","65 534-01-28","ks. Zbigniew  Dobroń","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=367"
"Parafia pw. św. Jana Chrzciciela","63-014 Murzynowo Kościelne 42","","","61 285-18-21","ks. Radosław  Nowak","sobota godz. 17.00 (latem godz. 18.00) niedziela godz. 8.30, godz., godz. 10.00, 11.30 - dla dzieci","godz. 17.00 (latem godz. 18.00)","godz. 10.00, godz. 17.00 (lub godz. 18.00)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=346"
"Parafia pw. Wszystkich Świętych","Niechłód 26a, 64-115 Święciechowa","","","65 537-07-03","ks. Dariusz Paterczyk","(na przemian ze Zbarzewem) 9:00 - II, IV, VI, VIII, X, XII; 11:00 - I, III, V, VII, IX, XI","pon., śr., pt.: 18:00","na przemian ze Zbarzewem 17:00 lub 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=366"
"Parafia pw. św. Ap. Piotra i Pawła","63-841 Niepart","","","65 571-33-22","ks. Józef  Dutkowiak","godz. 7.30, godz. 9.00, godz. 10.30","godz. 19.00, zimą 18.00","godz. 10.00, godz. 16.00, godz. 19.00 zimą godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=114"
"Parafia pw. św. Wawrzyńca","64-320 Niepruszewo, ul. Starowiejska 30","","","61 814-00-10","ks. Roman  Janecki","","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=24"
"Parafia pw. Wszystkich Świętych","63-000 Środa Wlkp., Nietrzanowo 4","www.nietrzanowo.archpoznan.pl","","61 285 35 16, 880 052 425","ks. Waldemar  Jaśkowiak","7:30, 10:30","18:00","10:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=345"
"Parafia pw. św. Andrzeja Boboli","64-561 Nojewo 11","","","61 291-00-24","ks. Józef  Dziagiel","sob. godz. 16.40, godz. 18.00; nd. godz. 7.30, godz. 9.15, godz. 11.00","godz. 18.00","godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=189"
"Parafia pw. Świętej Trójcy","63-206 Nosków, ul Kościelna 11","www.parafia.noskow.pl","parafia.noskow@wp.pl","62 740-00-59","ks. Jarosław  Kaczmarek","godz. 8.30, godz. 11.00","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=15"
"Parafia pw. Świętej Trójcy","63-040 Nowe Miasto n. Wartą, ul. Kościelna 3","www.nowemiasto.archpoznan.pl","","61 287-40-01","ks. Stanisław  Tomalik","sob. godz. 18.00, nd. godz. 8.30, godz.11.00, godz.18.00","godz. 18.00, dodatkowo środa godz. 9.00 i godz. 18.00","godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=165"
"Parafia pw. Najświętszego Serca Pana Jezusa","64-300 Nowy Tomyśl, pl. Chopina 10 A","www.parafia-nspj.pl","biuro@parafia-nspj.pl","61 442-20-89","ks. Tomasz  Sobolewski","godz. 7.00, godz. 9.00, godz. 10.20, godz. 11.45, godz. 18.00","godz. 6.30, godz. 18.00","godz. 6.30, godz. 9.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=148"
"Parafia pw. NMP Nieustającej Pomocy","64-300 Nowy Tomyśl, ul. Piłsudskiego 15","www.parafia-nmp.pl","biuro@parafia-nmp.pl","61 442-24-65","ks. Andrzej  Grabański","7.00, 8.45, 10.00, 11.15, 13.00, 18.00","7.00, 18.00","7.00, 9.00, 16.00, 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=147"
"Parafia pw. św. Bartłomieja","64-600 Objezierze 5","","parafiaobjezierze@o2.pl","61 296-62-70","ks. Zbigniew  Szlachetka","8:00, 10:00, 11:30","19:00","10:00, 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=178"
"Parafia pw. Miłosierdzia Bożego, (daw. Świętego Krzyża)","64-600 Oborniki Wlkp., ul. Droga Leśna 60","www.milosierdzie.com","parafia@milosierdzie.com","61 296-01-61","ks. Zbigniew  Urny","7:30, 9:00, 10:30, 12:00, 19:00","8:00, 18:30","9:00, 17:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=177"
"Parafia pw. NMP Wniebowziętej","64-600 Oborniki Wlkp., ul. Kościelna 2","","","61 296-04-59","ks. Józef  Kamzol","sob. godz. 18.00, nd. godz. 7.00, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00, a od maja do września godz. 19.00","godz. 8.30, godz. 18.00 w środę tylko o godz. 18.00","godz. 7.00, godz. 9.00, godz. 16.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=176"
"Parafia pw. św. Józefa Oblubieńca NMP","64-600 Oborniki Wlkp., ul. Lipowa 10","www.obornikijozef.pl","obornikijozef@archpoznan.pl","61 296-15-10","ks. Rafał  Banaszak","sob . o godz. 18.30; nd o godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00; w szpitalach godz. 7.00 (Oborniki), godz. 10.30 (Kowanówko), godz. 9:00 &#8211; Kowanówko, ul. Miłowody","godz. 9.00, godz. 18.30","godz. 9.00, godz. 16.30, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=175"
"Parafia pw. św. Jakuba Większego Ap.","64-211 Obra, ul. Szkolna 12","www.obraparafia.oblaci.pl","obra@archpoznan.pl","68 384-12-97","ks. Tadeusz  Kal OMI","7:30, 9:30, 11:00. 17:00; sobota 18:00","6:45, 18:00","6:45, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=388"
"Parafia pw. św. Ap. Piotra i Pawła","64-520 Obrzycko, ul. Kościelna 10","www.parafia-obrzycko.pl","obrzycko@archpoznan.pl","61 291-32-32","ks. Józef  Mikołajczak","godz. 8.00, godz. 10.00, godz. 11.45, godz. 18.30; Słopanowo godz. 9.15; Piotrowo godz. 10.45","godz. 17.45, godz. 18.30","godz. 9.00, godz. 11.00, godz. 16.00, godz. 18.30; filie godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=328"
"Parafia pw. św. Józefa","64-330 Opalenica, ul. Powstańców Wlkp. 2A","","jozefopal@o2.pl","61 447-74-68","ks. Zbigniew  Kuźnicki","7:30 &#8211; kaplica w Jastrzębnikach;  11:30 &#8211; kaplica w Kopankach; 9:00, 10:15, 11:30, 15:30 &#8211; kościół parafialny","7:30, 18:00","9:00, 10:15, 16:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=23"
"Parafia pw. św. Mateusza","64-330 Opalenica, ul. Farna 6","www.swmateusz.pl","parafia@swmateusz.pl","61 447-72-45","ks. Antoni  Lorenz","godz. 7.00, godz. 9.30, godz. 10.45, godz. 12.00, godz. 18.30, Rudniki sob. godz. 17.00, Urbanowo godz. 8.30","godz. 7.00, godz. 18.30","godz. 7.00, godz. 10.00, godz. 16.00, godz. 18.30, Rudniki i Urabanowo godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=22"
"Parafia pw. NMP Niepokalanie Poczętej","64-120 Oporowo 37","","","65 536-00-55","ks. Paweł  Kamza","godz. 8.00, godz. 11.00","godz. 18.00 (zimą godz. 17.00)","godz. 9.00, (zimą godz. 17.00)","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=113"
"Parafia pw. Świętej Trójcy","64-113 Osieczna, ul. O. Edwarda Frankiewicza 2","","","65 535-05-33","ks. Przemysław  Konieczny","8:00, 11:00, 17.00 (w lipcu i sierpniu 20:30)","17:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=295"
"Parafia pw. Wniebowzięcia NMP","64-560 Ostroróg, ul. Kościelna 6","","ostrorog@archpoznan.pl","61 291-69-64","ks. Krystian  Sobczak","godz. 7.00, godz. 8.45, godz. 11.00, godz. 18.00; Filia Oporowo godz. 9.45","zimą godz. 7.30, godz. 18.00; latem godz. 7.30, godz. 18.30","godz. 8.45, godz. 11.00, godz. 16.00, godz. 18.00 lub godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=327"
"Parafia pw. Wszystkich Świętych","64-551 Otorowo, ul. Szamotulska 8","www.parafiaotorowo.pl","biuro@parafiaotorowo.pl","61 291-70-48","ks. Janusz  Śmiśniewicz","7:00, 10:00, 11:30, 15:30; Brodziszewo 8:30; Lubosina 13:00","pn.-pt. 17:00 i 18:00, sob. 8:30 i 18:00","8:30, 17:00, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=188"
"Parafia pw. św. Jana Chrzciciela","62-005 Owińska, pl. Przemysława 12","www.owinska.pl","owinska@archpoznan.pl","61 812-65-02","ks. Leszek  Gólczyński SSCC","sob.: 18:00; niedziela: 7:30, 9:00, 10:15, 11:30, 18:00; lipiec-sierpień: 7:30, 10:15, 11:30","poniedziałek: 7:00, 18:00; wtorek: 18:00; środa: 7:00, 18:00; czwartek: 18:00; piątek: 16:30, 18:00; sobota: 7:00,18:00","9:00, 16:30, 18:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=39"
"Parafia pw. św. Walentego i Macierzyństwa Bożego Maryi Dziewicy","63-920 Pakosław, ul. 22 Stycznia 40","","","65 547-87-15","ks. Maciej  Kuczma","8:00, 10:30","18:00 - sezon zimowy, 19:00 - sezon letni","9:00, 17:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=71"
"Parafia pw. Najświętszego Imienia Jezus","63-231 Panienka","","","62 740-94-93","ks. Janusz  Pośpiech","godz. 8.30, godz. 10.30","","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=14"
"Parafia pw. św. Michała Archanioła","64-061 Parzęczewo 8","","parzeczewo1@wp.pl","61 443-02-64","ks. Roman  Ratajczak","sobota godz. 18.00, niedziela godz. 8.30, godz. 10.30","wtorek godz. 8.00, poza tym godz. 18.00","godz. 8.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=60"
"Parafia pw. NMP Śnieżnej","64-122 Pawłowice, ul. Spokojna 2","","","536-676-606","ks. Jan  Roszyk","godz. 8.00, godz. 9.30, godz. 11.00; sobota godz. 17.00","godz. 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=294"
"Parafia pw. św. Ignacego Loyoli","64-733 Pęckowo, ul. Powstańców Wlkp. 6","","","67 256-94-74","ks. Andrzej  Leda","godz. 7.30, godz. 9.00, godz. 11.00","godz. 16.00, godz. 18.00","godz. 8.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=376"
"Parafia pw. św. Jadwigi","63-830 Pępowo, ul. Stanisławy Nadstawek 2","www.parafia.pepowo.pl","parafia.pepowo@wp.pl","65 573-63-02","ks. Kazimierz  Małek","godz. 7.00, godz. 8.30, godz. 9.45, godz. 11.15, godz. 18.00, Czeluścin: godz. 10.45","godz. 7.30, godz. 18.00 (pora letnia 18.30)","godz. 7.00, godz. 9.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=112"
"Parafia pw. Niepokalanego Serca Maryi","63-820 Piaski, ul. Dworcowa 28","","","65 571-90-46","ks. Józef  Dorociak","godz. 7.30, godz. 9.00, godz. 11.00, godz. 16.00 w Marysinie godz. 10.00","godz. 18","godz. 9.00, godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=49"
"Parafia pw. NMP Wniebowziętej","64-732 Piłka 23","www.pilka.archpoznan.pl","pilka@archpoznan.pl","67 256-04-20","ks. Sławomir  Olejniczak","już w sobotę Piłka godz. 17.00, (godz. 19.00) czas letni; Kaminnik godz. 18.30, (godz. 20.30) czas letni; Niedziela: Piłka godz. 7.30, godz. 11.30, Kwiejce godz. 9.30","godz. 17.00 (czas od maja do sierpnia o godz.19.00)","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=375"
"Parafia pw. bł. Jerzego Popiełuszki","62-064 Plewiska, ul. Zielarska 19-27","www.popieluszko.archpoznan.pl","popieluszko@archpoznan.pl","","ks. Rafał  Grochowiak","10.00; 11.15; 12.30 (oprócz VII i VIII); 20.30","środa, czwartek, piątek: 19.00 (V, VI, IX, X)","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1220"
"Parafia pw. św. Faustyny","62-060 Plewiska, ul. Szkolna 62","www.parafiaplewiska.pl","parafia.sw.faustyny@wp.pl","61 867-75-45","ks. Roman  Turoń","8:00, 10:30, 12:00, 13:00 (z wyjątkiem VII i VIII), 18:30 (z wyjątkiem Wielkiego Postu), Wielki Post - 17:00","18:30, w adwencie - 18:00","10:00, 18:30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=278"
"Parafia pw. św. Jana Chrzciciela","62-045 Pniewy, ul. Wolności 2","www.jan.pniewy.org","","61 291-13-63","ks. Włodzimierz  Jackiewicz","godz. 8.30, godz. 11.00, godz. 15.00, godz. 17.00; filia Konin godz. 9.45","pon. godz. 9.00, godz. 18.30, wt. godz. 18.30 i filia Konin godz. 17.00; śr. i czw. godz. 8.00, godz. 18.30; pt. godz. 18.30, godz. 19.30; sob. godz. 18.30","godz. 9.00, godz. 16.00, godz. 18.30; filia Konin godz. 17.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=187"
"Parafia pw. św. Wawrzyńca","62-045 Pniewy, ul. Jeziorna 25","www.wawrzyniec.pl","biuro@wawrzyniec.pl","61 291-02-00","ks. Marek  Szukalski","godz. 7.30, godz. 10.00, godz. 11.30, godz. 18.00 (godz. 8.45 Chełmno)","godz. 7.00, godz. 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=186"
"Parafia pw. św. Michała Archanioła","64-710 Połajewo","","","67 256-70-25","ks. Henryk  Mucha","godz. 7.30, godz. 9.00, godz. 10.30, godz. 18.00, w Radomiu godz. 11.45","godz. 18.00; czwartek godz. 8.00","godz. 9.00, godz. 18.00 w Radomiu godz. 16.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=31"
"Parafia pw. Narodzenia NMP","64-125 Poniec, ul. Kościuszki 15","www.poniec.archpoznan.pl","","65 573-15-15","ks. Krzysztof  Szymendera","godz. 7.15, godz. 8.30, godz. 10.15, godz. 11.30, godz. 18.00","godz. 7.00, godz. 18.00","godz. 7.00, godz. 8.30, godz. 10.00, godz. 16.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=111"
"Parafia pw. św. Józefa Rzemieślnika","64-606 Popówko 52","","","61 297-18-77","ks. Cezary  Bukowski","godz. 8.30, godz. 10.30","godz. 18.00, w czasie letnim godz. 18.30","godz. 16.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=326"
"Parafia pw. Podwyższenia Krzyża Świętego","63-211 Potarzyca, ul. Wyzwolenia 14","","parafiapotarzyca@poczta.onet.pl","62 740-40-29","ks. Jacek  Dzięcielewski","09:00, 11:00","w czasie zimowym: 17:00; w czasie letnim: 19:00; październik i od marca do Wielkanocy o 18:00","09:00 i wieczorem w zależności od okresu","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=13"
"Parafia pw. Błogosławionej Poznańskiej Piątki","","","","609-100-821","Jacek Rogalski","8.30, 10.00, 11.30 - dla dzieci","8.00, 18.00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=1214"
"Parafia pw. Bożego Ciała","61-846 Poznań, ul. Strzelecka 40","www.bozecialo.poznan.pl","xwm@archpoznan.pl","61 852-32-00","ks. Wojciech  Maćkowiak","8.00, 9.30, 11.00, 12.30, 18.00","8:00, 18:00","","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=249"
"Parafia pw. Chrystusa Dobrego Pasterza","60-589 Poznań, ul. Nowina 1","www.dobrypasterz.pl","morasz@dobrypasterz.pl","61 847-35-70","ks. Tomasz  Morasz","godz. 7.30, godz. 9.30, godz. 11.00 dla dzieci, godz. 12.30, godz. 18.00, w sobotę o godz. 18.00","godz. 7.15, godz. 8.00, godz. 18.00","godz. 7.15, godz. 8.00, godz. 10.00, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=204"
"Parafia pw. Chrystusa Króla","60-102 Poznań, ul. Ostatnia 14","www.chrystuskrol.oblaci.pl","chrystuskrol@oblaci.pl","61 830-80-15","ks. Piotr  Bednarski OMI","godz. 7.00 (od 1.04 do 30.09); godz. 8.00, godz. 9.30, godz. 11.00 (z udziałem dzieci) godz. 12.30, godz. 19.00 (młodzieżowa)","godz. 8.00, godz. 18.30","godz. 8.00, godz. 10.00, godz. 17.00, godz. 18.30","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=213"
"Parafia pw. Chrystusa Najwyższego Kapłana","61-293 Poznań, os. Lecha 44","www.chnk.pl","chrystuskaplan@archpoznan.pl","61 877-88-79","ks. Wojciech  Nogalski","godz. 7.00, godz. 8.15, godz. 9.30, godz. 11.15, godz. 12.30, godz. 18.00","godz. 8.00, godz. 18.00; VII i VIII: 8.00 - pon., śr., pt.; 18.00 - wt., czw., sob.","godz. 7.00, godz. 8.00, godz. 16.30, godz. 18.00, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=238"
"Parafia pw. Chrystusa Odkupiciela","61-038 Poznań, ul. Trzemeszeńska 20","www.odkupiciel.archpoznan.pl","wojlaw@archpoznan.pl","61 879-48-81","ks. Wojciech  Ławniczak","8:30; 10:30 - z udziałem dzieci; 12:00;  18:00 - z udziałem młodzieży (w lipcu i sierpniu godziny: 8:30; 10:30)","7:00 i 18:00 (w lipcu i sierpniu tylko 18:00)","7:00; 10:00; 17:00 i 19:00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=221"
"Parafia pw. Chrystusa Sługi","60-242 Poznań, ul. M. Palacza 7","www.chrystus-sluga.pl","proboszcz@chrystus-sluga.pl","61 223-67-02","ks. Marian  Ciesielski","godz. 7.00 (VI-VIII), godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15 (IX-VI), godz. 18.00, godz. 21.00 (VI-VIII)","","godz. 8.00, godz. 12.00, godz. 18.00, godz. 19.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=212"
"Parafia pw. Ducha Świętego","61-062 Poznań, ul. Jaromira 1","","pds@archpoznan.pl","61 877-07-97","ks. Mieczysław  Urbaniak","sobota godz. 18; niedziela: godz. 8.00, godz. 9.30, godz. 11.30, godz. 18.00","godz. 18.00, w styczniu godz. 9.00","godz. 9.30, godz. 18.00","http://www.archpoznan.pl/index2.php?option=com_contact&task=view&contact_id=220"
