"name","address","www","email","phone","rector","sun","week","fest","url"
"Parafia pw. NMP Różańcowej","pl. św. Jana Pawła II 1, 89-320 Wysoka,","www.parafia-wysoka.pl","par.wysoka@gmail.com","67 287 10 22 - proboszcz","ks. Ireneusz STANISZEWSKI","18.00 (w sobotę), 7.00, 8.30, 10.00, 11.30, 18.00, 19.00 - Młotkowo","8.00 - w środę i sobotę, 17.00, 18.00","8.00, 10.00, 16.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/238-wysoka-matki-boej-roacowej"
"Parafia pw. św. Brata Alberta Chmielowskiego","ul. Krokusowa 11, 89-100 Nakło n. Notecią","","albertwystep@neostrada.pl","52 385 37 65","ks. Piotr ORZECHOWSKI","18.00 (w sobotę), 8.00, 10.00, 11.30","17.00","10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/239-wystp-w-brata-alberta-chmielowskiego"
"Parafia pw. Przemienienia Pańskiego","Władysławowo, 89-210 Łabiszyn","","","52 384 58 46","ks. Ryszard SZYMKOWIAK","18.00 (w sobotę), 9.00, 11.00","17.00 (zimą), 18.00 (latem)","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/241-wadysawowo-przemienienia-paskiego"
"Parafia pw. Matki Bożej Królowej Polski (Zgromadzenie Ducha Świętego)","86-022 Dobrcz, Chełmszczonka 2","","","52 364 94 85 - proboszcz","","8.00 - Chełmszczonka, 9.30, 11.00, 15.00","18.00","8.00, 9.30, 11.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/242-woki-matki-boej-krolowej-polski"
"Parafia pw. św. Jakuba Apostoła","Zabartowo, 89-410 Więcbork","","","52 389 92 14","ks. Paweł CZERWIŃSKI","19.00 (w sobotę), 9.00, 11.00 - Rościmin","17.00 (od października do marca), 18.00 (od kwietnia do września)","11.00 - Rościmin, 18.00 - Zabartowo","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/243-zabartowo-w-jakuba-wikszego-ap"
"Parafia pw. św. Marii Magdaleny","ul. ks. Domańskiego 11, 77-424 Zakrzewo","","parafia.mm.zakrzewo@neostrada.pl","67 266 70 20 - proboszcz","ks. Andrzej CHOROBA","8.00, 10.00 - Głomsk, 11.30","7.00 - w środy, 18.00","9.00, 16.30 - Głomsk, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/244-zakrzewo-w-marii-magdaleny"
"Parafia pw. św. Ojca Pio","ul. Przemysłowa 2, 89-200 Zamość k. Bydgoszczy","www.ojciecpio-zamosc.pl","kancelaria@ojciecpio-zamosc.pl","52 384 58 35","ks. Roman MICHALSKI","18.00 (w sobotę), 8.00, 10.30, 18.00","9.00 (we wtorek), 18.00","10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/245-zamo-w-ojca-pio"
"Parafia pw. Przenajdroższej Krwi Pana Naszego Jezusa Chrystusa","Żelazno, 89-333 Osiek n. Not.","","parafia.zelazno@wp.pl","67 286 57 01","ks. Jan TUTKA","18.00 (w sobotę), 8.30, 11.00"," 17.00 - zimą, 18.00 - latem","8.30, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/256-elazno-przenajdroszej-krwi-pana-naszego-jezusa-chrystusa"
"Parafia pw. Podwyższenia Krzyża Świętego","ul. Bydgoska 27, 86-031 Osielsko","www.parafiazoledowo.pl","","52 381 87 27","ks. Jarosław KUBIAK","8.30, 10.00 - Kaplica sióstr Pasterek, 11.30","17.00","17.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/257-odowo-podwyszenia-krzya-witego"
"Parafia pw. św. Piotra i Pawła Apostołów","ul. Leśną 28, 77-400 Złotów","www.parafiapiotraipawlazlotow.org","ppzl1@wp.pl","67 265 12 14 - proboszcz","ks. Arkadiusz KALINOWSKI","8.00, 9.15 - Nowiny, 9.30 - Zalesie, 10.30, 12.00, 15.00, 17.00, 20.30 (od lipca do września)","17.30","10.00, 17.30","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/248-zotow-piotra-i-pawa"
"Parafia pw. św. Rocha","ul. Pasterska 2, 77-400 Złotów","","w.korowajczyk@wp.pl","67 263 40 93 - proboszcz","ks. Witold KOROWAJCZYK","7.30, 9.00, 10.30, 12.00, 15.00","8.00, 17.00 (zimą), 18.00 (latem)","8.00, 10.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/247-zotow-w-rocha"
"Parafia pw. Wniebowzięcia NMP (Zgromadzenie Misjonarzy Świętej Rodziny)","ul. Panny Marii 11, 77-400 Złotów","www.msf-zlotow.pl","zlotow-msf@msf.opoka.org.pl","67 263 28 22","ks. Dariusz CHABRASZEWSKI MSF","6.30, 8.00, 9.30, 11.00, 12.30 (od września do czerwca), 14.00, 16.30 (od września do czerwca), 18.30, 20.00 (latem)",""," ","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/246-zotow-wniebowzicia-nmp"
"Parafia pw. św. Mikołaja","ul. Barcińska 5, 89-210 Łabiszyn","www.parafialabiszyn.pl","swmikolaj.labiszyn@gmail.com","52 384 40 06 - proboszcz","ks. Krzysztof SOBIERALSKI","18.00 (w sobotę), 9.00, 10.30, 12.00, 18.00","8.00 (w sobotę), 17.30, 18.00","9.00, 16.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/250-abiszyn-w-mikoaja"
"Parafia pw. Zwiastowania NMP","ul. Farna 5, 89-210 Łabiszyn","","parafiaznmplab@o2.pl","52 384 47 94","ks. Stanisław JENDRZEJEWSKI","18.00 (w sobotę), 9.00, 11.00, 18.00","7.00 (wtorek), 18.00 (poniedziałek, środa, czwartek, piątek)","9.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/249-abiszyn-zwiastowania-nmp"
"Parafia pw. Świętej Trójcy","ul. Mickiewicza 2a, 89-310 Łobżenica","www.parafiaswietejtrojcy.pl","karol88@interia.pl","67 286 00 18 - proboszcz","ks. Karol GLESMER","18.00 (w sobotę), 19.00 - DPS Chlebno (w sobotę), 6.30, 8.00, 9.30, 11.00, 18.00, 11.00 - Rudna","7.00, 18.00","7.00, 9.30, 16.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/251-obenica-trojcy-witej"
"Parafia pw. św. Kazimierza","ul. Dębowa 3, 86-065 Łochowo","www.kazimierzkr.pl","kazimierzkr@go2.pl","52 381 93 92 lub 52 348 80 92","ks. Janusz SAWICKI","18.00 (w sobotę), 8.00, 10.00, 11.30, 17.00","18.00","17.00, 18.00","http://www.diecezja.bydgoszcz.pl/index.php/spis-parafii/323-ochowo-witego-kazimierza"
