"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url"
"św. Marii Magdaleny","","","Osiek, nr 84, 55-200 Oława","osiek.archidiecezja.wroc.pl","osiek@archidiecezja.wroc.pl","71/313-17-23, 692-874-810","Ks. dr hab. Norbert JERZAK ","7.00, 9.00 (Niemil), 10.30 (Chwalibożyce), 12.00","17.00 (śr, pt - Chwalibożyce; cz, so - Niemil), 18.00","","50.88297,17.29257","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=22&id_par=9"
"św. Wawrzyńca","","","Osina Wielka, nr 50, 57-220 Ziębice","zobacz na mapie UMP","osinawielka@archidiecezja.wroc.pl","74/819-14-01","Ks. mgr Artur ĆWIRTA RM ","9.00, 10.15, 11.30","16.00 (zima), 18.00 (lato)","","50.57793,17.07282","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=44&id_par=6"
"św. Marcina","","","Owczary, nr 53, 55-200 Oława","zobacz na mapie UMP","wiazow@archidiecezja.wroc.pl","71/313-13-97","Ks. mgr Janusz DURLIK ","8.15 (Bierzów), 9.30 (Łukowice Brzeskie), 11.00, 12.30 (Jankowice Małe)","zima 17.00, lato 18.00","","50.83618,17.31898","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=32&id_par=5"
"Najświętszego Serca Pana Jezusa","","","Pakosławsko, nr 45, 56-330 Cieszków","zobacz na mapie UMP","pakoslawsko@archidiecezja.wroc.pl","71/384-81-40","Ks. mgr Krzysztof TOMCZAK dziekan ","8.00, 10.00 (Dziadkowo), 11.30","7.30 (wt, czw, so), 18.00 (IV-IX), 17.00 (X-III)","","51.61034,17.30155","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=17&id_par=5"
"św. Józefa Oblubieńca NMP","","","Pasikurowice, ul. Wrocławska 48, 55-095 Mirków","zobacz na mapie UMP","pasikurowice@archidiecezja.wroc.pl","667-669-730","Ks. mgr Piotr ŚMIGIELSKI ","9.00, 11.00 (VII-VIII: 9.00, 10.30)","18.00","","51.21092,17.10603","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=46&id_par=14"
"św. Mikołaja","","","ul. Kościelna 1, 55-120 Pęgów","zobacz na mapie UMP","pegow@archidiecezja.wroc.pl","71/310-74-29","Ks. mgr Henryk MATUSZAK Kan. hon. ex. num. Kap. Koleg. ","8.00, 9.30, 11.00, 18.00","18.00","","51.24491,16.93452","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=4"
"św. Katarzyny","","","Piotrowice, nr 62, 55-311 Kostomłoty","zobacz na mapie UMP","piotrowice@archidiecezja.wroc.pl","71/397-01-72","Ks. mgr Leszek PIERZECKI RM ","8.00, 10.00 (Paździorno), 12.00","17.00 (zima), 18.00 (lato)","","51.03333,16.68322","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=4"
"Niepokalanego Serca Najświętszej Maryi Panny","","","Piskorzyna, nr 40, 56-160 Wińsko","zobacz na mapie UMP","piskorzyna@archidiecezja.wroc.pl","71/389-84-86","Ks. mgr Andrzej PAJDAK RM ","9.30, 11.00, 13.00","zima 17.00, lato 18.00","","51.50087,16.63018","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=34&id_par=5"
"św. Stanisława Biskupa i Męczennika","","","Pobiel, nr 60 A, 56-210 Wąsosz","zobacz na mapie UMP","pobiel@archidiecezja.wroc.pl","65/544-28-02","Ks. mgr Marian RAPACZ RM ","9.00, 11.00, 12.30","18.00","","51.56710,16.74617","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=8&id_par=9"
"Najświętszego Serca Pana Jezusa","","","Pogorzela, nr 10, 49-332 Olszanka","zobacz na mapie UMP","pogorzela@archidiecezja.wroc.pl","77/412-96-06","Ks. mgr Aleksander Michał DROŻDŻ EC wicedziekan ","8.00, 9.30, 11.00","8.00 (śr), 18.00","","50.78937,17.48911","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=9"
"Najświętszej Maryi Panny Królowej Polski","","","Poniatowice, nr 86, 56-400 Oleśnica","zobacz na mapie UMP","poniatowice@archidiecezja.wroc.pl","71/314-87-21","Ks. mgr Bogusław STEC RM ","8.00, 10.00 (Cieśle), 12.00","17.00 (zima), 18.00 (lato), Cieśle wt. 16.00 (zima), 17.00 (lato)","","51.23870,17.54108","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=20&id_par=6"
"św. Jana Chrzciciela","","","Powidzko, nr 25, 55-140 Żmigród","zobacz na mapie UMP","powidzko@archidiecezja.wroc.pl","71/385-66-92","Ks. Andrzej MAJCHRZAK RM ","8.00 (Osiek), 9.00 (Kaszyce Wielkie), 10.30","16.00 (zima), 18.00 (lato)","","51.44178,16.96418","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=5"
"św. Jakuba Apostoła","","","ul. Jana Pawła II 3, 55-110 Prusice","www.parafia-prusice.pl","prusice@archidiecezja.wroc.pl","71/312-62-10, fax 71/312-54-73","Ks. mgr Bernard ŚWIST RM ","7.30, 9.00, 10.15, 11.30, 13.00","7.00, 17.00 (zima), 18.00 (lato)","","51.36953,16.95938","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=6"
"św. Wawrzyńca","","","ul. Słoneczna 1, 57-150 Prusy","zobacz na mapie UMP","prusy@archidiecezja.wroc.pl","71/392-63-89","Ks. mgr Krzysztof ROMANIUK RM ","7.30, 9.00, 10.15, 11.30","7.00, zima 16.30, 17.00, lato 18.00","","50.75575,16.93533","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=6"
"Najświętszego Serca Pana Jezusa","","","Przeczów, nr 32, 46-166 Ligota Książęca","zobacz na mapie UMP","przeczow@archidiecezja.wroc.pl","77/419-10-13","Ks. mgr Daniel BARANOWSKI ","9.00 (Lubska), 10.00 (Krasowice), 11.00 (Smarchowice), 12.00 (Przeczów)","18.00","","51.05457,17.54948","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=18&id_par=7"
"Najświętszej Maryi Panny Królowej Polski","","","ul. Kościelna 1, 57-130 Przeworno","zobacz na mapie UMP","przeworno@archidiecezja.wroc.pl","74/810-20-37","Ks. dr hab. Tomasz BŁASZCZYK ","7.45, 9.00, 10.30, 12.00","17.00 (zima), 18.00 (lato)","","50.68586,17.16703","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=7"
"Najświętszej Maryi Panny Różańcowej","","","Radwanice, ul. Kościelna 8, 55-010 Święta Katarzyna","www.radwanice.archidiecezja.wroc.pl","radwanice@archidiecezja.wroc.pl","71/311-70-81","Ks. mgr lic. Ludwik GRUDZIŃSKI Kan. hon. ex. num. Kap. Koleg. ","8.00, 10.00 (kaplica), 11.30, 20.00","6.00 (pn, wt, śr), 18.00 (cz, pt, so)","","51.06056,17.10711","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=38&id_par=1"
"św. Karola Boromeusza","","","Radziądz, nr 69, 55-140 Żmigród","zobacz na mapie UMP","radziadz@archidiecezja.wroc.pl","71/385-60-24","Ks. mgr lic. Krzysztof BARTOSZEK CM ","8.00, 9.30 (Niezgoda), 10.30 (Ruda Żmigrodzka) 12.15","8.00 (pn, cz), 17.00 (zima, pozostałe dni); 19.00 (lato, pozostałe dni)","","51.51156,16.96701","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=7"
"św. Anny","","","Ramułtowice, nr 34, 55-311 Kostomłoty","www.ramultowice.archidiecezja.wroc.pl","ramultowice@archidiecezja.wroc.pl","71/396-90-95","Ks. mgr Piotr KOMANDER Kan. hon. ex. num. Kap. Koleg. dziekan ","9.00, 10.30, 12.00","8.00, 17.00 (zima), 18.00 (lato)","","51.09678,16.72360","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=5"
"św. Antoniego Padewskiego","","","Ratowice, ul. Wrocławska 56, 55-003 Czernica Wrocławska","zobacz na mapie UMP","ratowice@archidiecezja.wroc.pl","71/318-91-88","Ks. mgr Janusz DOŁHUN RM wicedziekan ","9.00, 11.00","9.00 lub 17.30","","51.03366,17.27021","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=9&id_par=8"
"św. Jana Chrzciciela","","","Rogów Sobócki, ul. Wrocławska 87, 55-050 Sobótka","zobacz na mapie UMP","rogowsobocki@archidiecezja.wroc.pl","71/316-23-36","Ks. mgr Zbigniew DĄBROWSKI wicedziekan ","8.00, 9.30, 11.00","17.00, 18.00","","50.92179,16.75705","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=4"
"Podwyższenia Krzyża Świętego","","","Rościsławice, ul. Wołowska 25, 55-120 Oborniki Śląskie","zobacz na mapie UMP","roscislawice@archidiecezja.wroc.pl","71/310-14-51, kom 725-66-20-30","vacat","8.00, 12.00, 10.00 (Radecz)","zima 17.00, lato 18.00 (cz, I-szy pt - Radecz)","","51.30062,16.83057","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=6"
"Miłosierdzia Bożego","","","Rzeplin, ul. Akacjowa 6, 55-020 Żórawina","rzeplin.archidiecezja.wroc.pl","rzeplin@archidiecezja.wroc.pl","71/316-44-94","Ks. mgr Mieczysław MICHAJLUK ","8.00, 10.00 (Karwiany), 12.00","8.00 (pn), 18.00 (wt, cz, pt), 18.00 (śr, so - Karwiany)","","51.00301,17.01709","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=47&id_par=14"
"św. Marcina","","","Siciny, nr 77, 56-215 Niechlów","zobacz na mapie UMP","siciny@archidiecezja.wroc.pl","65/543-51-92","Ks. mgr Tadeusz ŚLIWKA RM ","8.00, 9.30 (Naratów), 11.00","zima 17.00, lato 18.00","","51.72641,16.42655","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=45&id_par=10"
"Niepokalanego Serca Najświętszej Maryi Panny","","","ul. Kościelna 4, 55-011 Siechnice","www.siechnice.archidiecezja.wroc.pl","siechnice.parafia@archidiecezja.wroc.pl","71/311-52-86","Ks. mgr lic. Stanisław STELMASZEK Kan. hon. ex. num. Kap. Koleg. ","7,30, 9.30, 11.00, 12.30 (dla dzieci), 18.00","7.00, 18.00","","51.03156,17.14822","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=38&id_par=2"
"Najświętszej Maryi Panny Częstochowskiej","","","Siekierowice, nr 43, 56-410 Dobroszyce","zobacz na mapie UMP","siekierowice@archidiecezja.wroc.pl","71/315-54-07","Ks. mgr Marian RYBCZYŃSKI SDS ","9.00 (Łuczyna), 10.30 (Sadków), 12.00","18.00","","51.27259,17.27391","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=21&id_par=8"
"Narodzenia Najświętszej Maryi Panny","","","Siemysłów, nr 20, 46-146 Domaszowice","zobacz na mapie UMP","siemyslow@archidiecezja.wroc.pl","77/419-44-22","Ks. mgr lic. Piotr BAŁTAROWICZ ","Siemysłów: 7.00, 11.00 (I niedz. 11.00, 18.00); Starościn: 9.00","Siemysłów: 17.30 (wt-pt), 18.30 (so); Starościn: 16.00 (pt), 17.00 (so)","","51.02093,17.82385","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=33&id_par=3"
"św. Stanisława Biskupa i Męczennika","","","ul. Dębowa 3, 49-318 Skarbimierz","zobacz na mapie UMP","skarbimierz@archidiecezja.wroc.pl","77/411-38-77","Ks. mgr Stanisław GRZECHYNKA RM dziekan ","9.00, 11.30","18.00","","50.84824,17.42576","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=2&id_par=10"
"Najświętszej Maryi Panny Częstochowskiej","","","Skokowa, ul. Kościelna 1, 55-110 Prusice","www.skokowa.archidiecezja.wroc.pl","skokowa@archidiecezja.wroc.pl","71/312-66-35","Ks. mgr Kazimierz CZUCZOŁA RM ","9.00, 10.30, 12.00","17.00 (zima), 18.00 (lato)","","51.38933,16.85488","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=8"
"Podwyższenia Krzyża Świętego","","","Smarchowice Wielkie, ul. Brzegowa 43, 46-100 Namysłów","zobacz na mapie UMP","smarchowicewielkie@archidiecezja.wroc.pl","77/410-09-08","Ks. mgr Przemysław PALUCH ","8.00, 10.00, 12.00","zima 16.00, lato 18.00","","51.04466,17.68978","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=18&id_par=8"
"św. Jana Chrzciciela","","","Smogorzów, ul. Główna 76, 46-100 Namysłów","zobacz na mapie UMP","smogorzow@archidiecezja.wroc.pl","77/419-16-91","Ks. mgr Tomasz BROSZKO ","7.30, 9.00 (Idzikowice), 10.15 (Idzikowice), 11.30","17.00 (zima), 18.00 (wiosna, jesień), 19.00 (lato)","","51.15268,17.75102","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=33&id_par=4"
"św. Michała Archanioła","","","Smogorzów Wielki, nr 2, 56-160 Wińsko","www.smogorzow-wielki.pl","smogorzowwielki@archidiecezja.wroc.pl","71/389-83-50","Ks. mgr Józef WIĘCŁAWEK RM ","8.30, 10.30, 12.00","zima 17.00, lato 18.00","","51.43276,16.66083","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=34&id_par=6"
"Narodzenia Najświętszej Maryi Panny","","","Smolec, ul. Kościelna 4, 55-080 Kąty Wrocławskie","smolec.archidiecezja.wroc.pl","smolec@archidiecezja.wroc.pl","71/316-84-46","vacat","8.00, 10.30, 12.30, 18.00","9.00 (wt, so), 18.00 (pn, śr, pt, so)","","51.07501,16.87959","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=6"
"św. Jakuba Apostoła","","","ul. Św. Jakuba 10, 55-050 Sobótka","www.sobotka.archidiecezja.wroc.pl","sobotka@archidiecezja.wroc.pl","71/316-21-61","Ks. mgr Edward JUREK RM, Kap. hon. Ojca św. ","7.00, 9.00, 10.30 (Sanktuarium), 12.00, 18.00, 20.00 (Sanktuarium)","7.00 (pn-pt), 9.00 (so. Sanktuarium), 18.00, 18.00 (śr. Sanktuarium)","","50.89713,16.74503","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=5"
"Najświętszego Serca Pana Jezusa","","","al. Jana Pawła II 7, 55-050 Sobótka","nspj.sobotka.archidiecezja.wroc.pl","nspj.sobotka@archidiecezja.wroc.pl","71/316-28-64","Ks. mgr Marek PIECZYKOLAN RM ","8.00, 9.30, 11.00, 16.00","17.00 (zima), 18.00 (lato)","","50.89332,16.70392","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=6"
"św. Michała Archanioła","","","Solniki Wielkie, nr 25, 56-420 Bierutów","zobacz na mapie UMP","solnikiwielkie@archidiecezja.wroc.pl","71/314-89-93","Ks. dr Wojciech KOPEĆ RM ","8.30, 10.30, 12.00","17.00 (zima), 18.00 (lato)","","51.16027,17.48276","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=20&id_par=7"
"Podwyższenia Krzyża Świętego","","","Sośnica, nr 11, 55-080 Kąty Wrocławskie","zobacz na mapie UMP","sosnica@archidiecezja.wroc.pl","71/390-58-98","Ks. prof. dr hab. Mieczysław KOGUT Kan. hon. Kap. Katedr. ","8.30 (Sadowice), 9.45 (Wojtkowice), 11.00, 12.00 (Strzeganowice)","17.00","","51.03294,16.78235","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=7"
"Wniebowzięcia Najświętszej Maryi Panny","","","Starczówek, nr 27, 57-220 Ziębice","zobacz na mapie UMP","starczowek@archidiecezja.wroc.pl","74/819-17-23","Ks. mgr Andrzej Jan TOMASZEWSKI Kan. hon. ex. num. Kap. Koleg. ","9.00, 10.30, 12,00","18.00","","50.55111,17.05114","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=44&id_par=7"
"św. Stanisława Biskupa i Męczennika","","","Stary Zamek, ul. Centralna 8, 55-050 Sobótka","zobacz na mapie UMP","staryzamek@archidiecezja.wroc.pl","71/316-27-89","Ks. mgr Jacek ŻOŁĄDEK Kan. hon. ex. num. Kap. Koleg., Kap. hon. Ojca św. ","8.00, 9.30, 10.30, 12.00","14.00, zima 16.00, lato 17.00","","50.93111,16.80277","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=7"
"św. Mikołaja i Wniebowzięcia Najświętszej Maryi Panny","","","Stobno, nr 48, 56-100 Wołów","zobacz na mapie UMP","stobno@archidiecezja.wroc.pl","71/389-64-65","Ks. mgr Zbigniew BIELEWICZ Kan. hon. ex. num. Kap. Koleg. ","8.30, 10.00, 11.15, 12.30","7.30, 18.00","","51.28140,16.61512","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=7"
"Wniebowzięcia Najświętszej Maryi Panny","","","Stobrawa, ul. Witosa 25, 46-090 Popielów","zobacz na mapie UMP","stobrawa@archidiecezja.wroc.pl","77/469-23-22","Ks. mgr lic. Piotr WIŚNIOWSKI ","8.00, 9.30, 10.45, 12.00","17.00 (zima), 18.00 (lato)","","50.85416,17.63086","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=3&id_par=6"
"Niepokalanego Serca Najświętszej Maryi Panny","","","Strupina, Rynek 7, 55-110 Prusice","zobacz na mapie UMP","strupina@archidiecezja.wroc.pl","71/312-65-29","Ks. mgr Tadeusz KOSIOR RM dziekan ","8.00, 10.00, 12.00","17.00 (zima), 18.00 (lato)","","51.38831,16.81074","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=25&id_par=9"
"Narodzenia Najświętszej Maryi Panny i św. Marcina","","","Strzelce, nr 41, 46-146 Domaszowice","zobacz na mapie UMP","strzelce@archidiecezja.wroc.pl","77/419-43-57","vacat","8.00, 10.00, 12.00","zima 17.00, lato 18.00","","51.06747,17.84951","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=33&id_par=5"
"Matki Chrystusa i św. Jana Apostoła i Ewangelisty","","","ul. Staromiejska 23, 57-100 Strzelin","zobacz na mapie UMP","strzelin@archidiecezja.wroc.pl","71/392-07-75","Ks. mgr Stanisław FERTAŁA RM ","8.00, 10.30, 17.00 (zima), 18.00 (lato)","17.00 (zima), 18.00 (lato)","","50.77478,17.07286","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=8"
"Podwyższenia Krzyża Świętego","","","ul. Św. Floriana 2, 57-100 Strzelin","krzyza.strzelin.archidiecezja.wroc.pl","krzyza.strzelin@archidiecezja.wroc.pl","71/392-08-78","Ks. mgr Andrzej PORĘBNY RM dziekan ","7.00, 8.00, 9.00, 10.30, 12.00, 16.00, 18.00, 20.00","7.00, 18.00","","50.77983,17.06988","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=27&id_par=9"
"Podwyższenia Krzyża Świętego","","","Strzeszów, ul. Mienicka 10, 55-114 Wisznia Mała","www.strzeszow.pl","strzeszow@archidiecezja.wroc.pl","71/312-82-13,","Ks. mgr lic. Jan BERNAŚ RM ","8.00, 10.00 (Ozorowice), 12.00","8.00 (wt), 17.30 (cz - Ozorowice), 18.00 (pn, śr, pt, so; 19.00 - wakacje)","","51.24457,17.00932","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=37&id_par=2"
"Najświętszego Serca Pana Jezusa","","","Sulistrowice, ul. Jagiellońska 1 A, 55-050 Sobótka","sulistrowice.archidiecezja.wroc.pl","sulistrowice@archidiecezja.wroc.pl","71/316-31-63","Ks. dr Ryszard STASZAK Kan. hon. ex. num. Kap. Koleg., Kap. hon. Ojca św. ","9.00 (Strzegomiany), 10.30, 12.00 (Sulistrowiczki), 14.00 (lato, Góra Ślęża), 19.00 (Sulistrowiczki), 22.00 (św. Jana Chrzciciela, św. Sylwestra)","Sulistrowice: 17.00 (zima), 18.00 (lato); Sulistrowiczki: 19.00 (so)","","50.85180,16.75638","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=26&id_par=8"
"Świętych Apostołów Piotra i Pawła","","","Sułów, ul. Kościelna 6, 56-300 Milicz","zobacz na mapie UMP","sulow@archidiecezja.wroc.pl","71/384-71-27","Ks. mgr Józef KAWALEC SDB ","7.00, 8.00, 9.00, 10.00, 11.30, 12.00, zima 17.00, lato 18.00","7.00, zima 17.00, lato 18.00","","51.50322,17.16807","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=17&id_par=6"
"Świętych Apostołów Piotra i Pawła","","","Sułów Wielki, nr 8, 56-210 Wąsosz","zobacz na mapie UMP","sulowwielki@archidiecezja.wroc.pl","508-254-478","vacat","8.00, 9.30 (Giżyn), 11.00","17.30 (lato), 16.30 (zima)","","51.64418,16.67975","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=8&id_par=11"
"św. Szczepana","","","Szczepanów, ul. Długa 28, 55-300 Środa Śląska","zobacz na mapie UMP","szczepanow@archidiecezja.wroc.pl","71/317-31-86","Ks. mgr Janusz GAJEWSKI RM wicedziekan ","8.30, 10.00 Brodno, 11.30","zima 17.00, lato 18.00","","51.19492,16.61498","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=7"
"św. Anny","","","Szewce, ul. Strzeszowska 46, 55-114 Wisznia Mała","zobacz na mapie UMP","szewce@archidiecezja.wroc.pl","71/310-71-89","Ks. mgr lic. Mariusz BĄKOWSKI ","8.00, 9.30 (Paniowice), 11.00","17.00","","51.22178,16.97733","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=37&id_par=1"
"św. Bartłomieja Apostoła","","","nr 120, 49-312 Szydłowice","www.szydlowice.archidiecezja.wroc.pl","szydlowice@archidiecezja.wroc.pl","77/412-69-84","Ks. dr Piotr JANUSZ wicedziekan ","9.00 (Błota), 10.15 (Dobrzyń), 11.30","17.00, so 18.00","","50.91321,17.46868","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=3&id_par=7"
"Narodzenia Najświętszej Maryi Panny","","","Szymonków, ul. Wołczyńska 2, 46-250 Wołczyn","zobacz na mapie UMP","szymonkow@archidiecezja.wroc.pl","77/414-15-94","Ks. mgr Tomasz PŁUKARSKI ","8.30, 10.00, 11.30","17.00 (okresowo), 18.00","","51.09396,17.97778","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=33&id_par=6"
"św. Andrzeja Apostoła","","","ul. Kolejowa 2, 55-300 Środa Śląska","www.swietyandrzej-srodaslaska.pl","wpindel@salezjanie.pl","71/317-34-97","Ks. mgr Wiesław PINDEL SDB ","7.00, 9.00, 9.30 (Ogrodnica), 10.00 (Jastrzębce), 10.30, 11.00 (pw. Narodzenia NMP), 12.00, 18.00","7.00, 18.00, 19.00 (I-pt. dla młodzieży)","","51.16451,16.59261","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=8"
"Podwyższenia Krzyża Świętego","","","ul. T. Kościuszki 51, 55-300 Środa Śląska","srodaslaska.archidiecezja.wroc.pl","sroda.slaska@archidiecezja.wroc.pl","71/317-27-55","Ks. mgr Jan WALÓW Kan. hon. ex. num. Kap. Koleg. ","7.00, 9.00, 10.30, 12.00, 18.30","7.00, 18.30","","51.16264,16.59599","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=28&id_par=9"
"św. Jadwigi","","","Świdnica Polska, nr 22, 55-311 Kostomłoty","zobacz na mapie UMP","swidnicapolska@archidiecezja.wroc.pl","71/317-13-76","Ks. mgr Piotr KIJEK ","9.00, 10.30, 12.00","17.00 (zima), 18.00 (lato)","","51.07449,16.67688","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=11&id_par=8"
"Najświętszego Serca Pana Jezusa","","","ul. Opolska 14, 46-112 Świerczów","zobacz na mapie UMP","swierczow@archidiecezja.wroc.pl","77/419-61-32","Ks. mgr Krzysztof SZCZECIŃSKI RM dziekan ","7.30, 9.00 Dąbrowa, 10.30 Miejsce, 12.00","lato czw. 17.00 Miejsce, pt. 19.00, wt., śr., czw. lub pt., so. 18.00 Dąbrowa, zima czw. 16.00 Miejsce, pt. 18.00, wt., śr., czw. lub pt., so. 17.00 Dąbrowa","","50.96036,17.76013","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=18&id_par=9"
"św. Katarzyny Aleksandryjskiej","","","ul. H. Sienkiewicza 21, 55-010 Święta Katarzyna","zobacz na mapie UMP","swietakatarzyna@archidiecezja.wroc.pl","71/311-62-37","Ks. dr Bogdan KANIA ","8.00, 10.00 (Sulimów), 12.00, 18.00","18.00","","51.02625,17.11606","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=38&id_par=3"
"św. Marcina","","","Święte, nr 61, 55-300 Środa Śląska","zobacz na mapie UMP","swiete@archidiecezja.wroc.pl","71/317-15-24, 662-009-738","Ks. mgr Krzysztof BIGOŃ EC ","7.30, 9.00 (Juszczyn) 10.30 (Źródła), 12.00","zima: 16.00, 17.00; lato: 17.00, 18.00","","51.18187,16.65953","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=16&id_par=4"
"Świętych Apostołów Piotra i Pawła","","","pl. P. Włostowica 2, 55-100 Trzebnica","www.trzebnica.archidiecezja.wroc.pl","trzebnica@archidiecezja.wroc.pl","71/387-26-08","Ks. mgr lic. Bogdan GRABOWSKI Kan. hon. ex. num. Kap. Koleg. wicedziekan ","8.00, 9.30, 11.00 (Rzepotowice), 12.30, 17.00","7.00, 18.00","","51.30633,17.05881","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=31&id_par=9"
"św. Bartłomieja Apostoła i św. Jadwigi","","","ul. Jana Pawła II 3, 55-100 Trzebnica","www.trzebnica.sds.pl","swjadwigi.trzebnica@archidiecezja.wroc.pl","71/312-14-15, 71/312-11-18","Ks. mgr lic. Jerzy OLSZÓWKA SDS dziekan ","6.30, 8.00, 9.30, 11.00, 12.30, 18.30, 20.00","6.30, 7.15, 12.00, 18.30","","51.30952,17.06622","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=31&id_par=8"
"Narodzenia Najświętszej Maryi Panny","","","Turów, ul. Parafialna 2, 55-020 Żórawina","zobacz na mapie UMP","turow@archidiecezja.wroc.pl","71/316-51-68","Ks. mgr lic. Henryk RÓJ RM wicedziekan ","8.30, 10.00, 11.30","9.00 (so), 17.00 (pn-pt)","","50.99478,17.06786","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=38&id_par=4"
"Wniebowzięcia Najświętszej Maryi Panny","","","ul. Kościelna 5, 55-041 Tyniec Mały","zobacz na mapie UMP","tyniecmaly@archidiecezja.wroc.pl","71/311-80-76","Ks. mgr lic. Ireneusz ALCZYK RM dziekan ","8.15, 10.00, 12.00","9.00 (so), 18.00","","51.01851,16.92042","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=47&id_par=2"
"św. Michała Archanioła","","","Tyniec n. Ślęzą, ul. Szkolna 8, 55-040 Kobierzyce","zobacz na mapie UMP","tyniec@archidiecezja.wroc.pl","71/390-83-54","Ks. mgr Augustyn SZCZEPANIK EC ","8.00, 9.30 (Pustków Wilczkowski), 11.00","17.00 (zima), 18.00 (lato)","","50.88636,16.93071","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=1&id_par=6"
"św. Michała Archanioła","","","Uraz, pl. Wolności 6, 55-120 Oborniki Śląskie","zobacz na mapie UMP","uraz@archidiecezja.wroc.pl","71/310-81-23","Ks. mgr Adam SOBÓTKA RM dziekan ","8.00, 10.00, 12.00","17.30","","51.24442,16.85281","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=4&id_par=8"
"Nawiedzenia Najświętszej Maryi Panny","","","Wabienice, nr 94, 56-420 Bierutów","zobacz na mapie UMP","parafia-wabienice@o2.pl","71/398-92-30","Ks. mgr Robert BAJAK RM ","8.30, 10.00, 11.30, 13.00","zima 16.00, lato 18.00","","51.18172,17.58851","http://www.archidiecezja.wroc.pl/parafia.php?id_dek=20&id_par=8"
