"name","address","www","email","phone","rector","sun","week","fest","url"
"Kościół św. Józefa Oblubieńca Najświętszej Maryi Panny","ul. Szczecińska 38, 76-200 Słupsk","www.swjozefslupsk.pl","strona WWW:","59 845 38 28","ks. Władysław Stec-Sala","7.00, 8.30, 10.00, 11.30, 13.00 (IX-VI), 18.30; ","7.00, 18.30","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=179"
"Kościół św. Maksymiliana Kolbego","ul. Piłsudskiego 20, 76-200 Słupsk","www.kolbe.slupsk.pl","parafia@kolbe.slupsk.pl","59 848 27 48 - proboszcz, 59 845 63 58 - wikariusze",", 59 845 63 58 - wikariusze","7.00, 8.30, 10.00, 11.30, 13.00, 17.00, 19.00; ","6.45, 7.30, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=178"
"Kościół św. Pawła Apostoła","Westerplatte 44, 76-204 Słupsk","www.slupsk.ordynariat.pl","slupsk@ordynariat.pl","59 840 14 58, 59 845 84 47, 59 845 84 48","","sobota 17.00, niedziela 9.00, 12.00; ","poniedziałek-piątek 17.00, I sobota m-ca dod. 9.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=237"
"Kościół św. s. Faustyny Kowalskiej","ul. Konarskiego 17, 76-200 Słupsk","www.faustynyslupsk.pl","parafia@faustynyslupsk.pl","59 844 20 59 - proboszcz, 59 843 66 63 - wikariusz",", 59 843 66 63 - wikariusz","8.30, 10.00, 11.30, 13.00, 16.30 (IX-VI), 18.00; ","7.30, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=181"
"Kościół Świętej Rodziny","ul. Grottgera 9, 76-200 Słupsk","www.slupsk.salezjanie.pl","slupsk@salezjanie.pl","59 843 37 20, fax: 59 722 85 87","ks. Wiesław Pluto-Prądzyński SDB","8.00, 9.30, 11.00, 12.30, 18.30; ","7.30, 9.00 (IX-VI), 18.30","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=180"
"Kościół Podwyższenia Krzyża Świętego","Stanomino 10A, 78-217 Stanomino","dekanat:","strona WWW:","94 311 22 21","ks. Konstanty Badura","8.00, 12.30; ","środa, piątek 16.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=25"
"Kościół Podwyższenia Krzyża Świętego","ul. Kościuszkowców 7, Stara Łubianka, 64-900 Piła","www.parafiastaralubianka.pl","strona WWW:","67 216 01 15","ks. Roman Piwoński","8.00, 12.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=225"
"Kościół Matki Bożej Dobrej Rady","Stare Wierzchowo 25, 78 - 400 Szczecinek","dekanat:","strona WWW:","kom. 601 940 868","ks. Piotr Górecki","12.00; ","17.00 (po ogłoszeniu)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=38"
"Kościół św. Judy Tadeusza","Stary Chwalim 51, 78-461 Stary Chwalim","www.starychwalim.koszalin.opoka.org.pl","strona WWW:","94 373 67 79","ks. Marek Adamczewski","sobota 18.00 (latem 17.00), niedziela 10.00; ","wtorek-piątek 17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=32"
"Kościół Podwyższenia Krzyża Świętego","Stary Jarosław 26, 76-150 Darłowo","dekanat:","strona WWW:","94 314 87 76","ks. Andrzej Wróblewski","11.30; ","wtorek, środa 9.00, poniedziałek, czwartek-sobota 16.00 (wiosna/jesień 17.00, lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=58"
"Kościół św. Franciszka z Asyżu","ul. Pilska 11, Stobno, 64-980 Trzcianka","www.parafiastobno.pl","strona WWW:","67 216 40 52","ks. Janusz Kozłowski","8.00, 12.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=140"
"Kościół św. Anny","Strączno 25, 78-642 Strączno","dekanat:","strona WWW:","67 258 12 94","ks. Andrzej Sagun","11.30; ","wtorek, środa, piątek, sobota 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=226"
"Kościół św. Jana Bosko","Suchorze 57, 77-235 Trzebielino","dekanat:","strona WWW:","59 858 07 85","ks. Włodzimierz Malinowski","8.00, 12.00; ","wtorek, środa, piątek, sobota 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=111"
"Kościół św. Andrzeja Boboli","Sulechówko 1, 75-142 Malechowo","dekanat:","strona WWW:","94 315 52 96","ks. Józef Turkiel","8.30, 13.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=166"
"Kościół Chrystusa Króla","Suliszewo 71, 78-500 Drawsko Pomorskie","parafiasuliszewo.cba.pl","strona WWW:","94 363 54 84","ks. Dariusz Kwaśny","11.30; ","wtorek-piątek 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=63"
"Kościół św. Jana Bosko","ul. Słupska 11, 76-256 Sycewice","www.boskiesycewice.pl","alwaro2@tlen.pl","59 811 14 86, 607 224 742","ks. Arkadiusz Oslislok","sobota 17.00 (latem 18.00), niedziela 10.00; 13.00; ","czwartek-sobota 17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=182"
"Kościół Narodzenia Najświętszej Maryi Panny","ul. Mickiewicza 32, Sypniewo, 64-915 Jastrowie","dekanat:","strona WWW:","67 266 11 64","ks. Andrzej Matyjaszek","8.00, 11.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=84"
"Kościół Ducha Świętego","ul. Klasztorna 23, 78-400 Szczecinek","www.parafiaduchaswietego.fnp.pl/","kancelaria.ducha@gmail.com","94 374 27 02","o. Arkadiusz Sojka CSsR","7.00, 9.00, 11.00, 12.30, 16.00(IX-VI), 18.00 (VII-VIII 19.00); ","6.30, 7.30 18.30","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=188"
"Kościół Miłosierdzia Bożego","ul. Kołobrzeska 3, 78-400 Szczecinek","www.milosierdzieszczecinek.pl","mbszczecinek@gmail.com","94 712 74 45","ks. Dariusz Rataj","8.00, 9.30, 11.00, 17.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=190"
"Kościół Narodzenia Najświętszej Maryi Panny","ul. 3 Maja 1A, 78-400 Szczecinek","nnmp.szczecinek.pl","nnmp@nnmp.org","94 374 27 01","ks. Jacek Lewiński","7.30, 9.30, 11.00, 12.30, 16.00, 18.00 (VII-VIII dod. 20.00); ","7.00, 9.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=187"
"Kościół św. Franciszka z Asyżu","ul. Bukowa 85, 78-400 Szczecinek","www.franciszek-szczecinek.pl","franciszek.szczecinek@o2.pl","94 372 71 99","ks. Marek Kowalewski","9.00, 11.00, 17.00 (V-VIII 19.00); ","18.00 (V-VIII 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=191"
"Kościół św. Krzysztofa","ul. Pomorska 43, 78-400 Szczecinek","www.krzysztof.szczecinek.pl","pwkrzysztof@koszalin.opoka.org.pl","kom. 500 218 081","ks. Bogusław Matusik","9.00, 10.30, 12.00, 17.30; ","9.00, 17.30","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=192"
"Kościół św. Michała Archanioła","ul. Dolne Miasto 26/3, 78-600 Wałcz","dekanat:","strona WWW:","67 258 63 07","","13.45, w święta 11.00","","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=256"
"Kościół św. Rozalii","ul. Kościuszki 91, 78-400 Szczecinek","parafiarozalia.pl","rozalia@koszalin.opoka.org.pl","94 374 59 01, 94 732 65 12 - kancelaria","ks. Marek Mackiw","7.30, 9.00, 11.00, 12.30, 16.00 (IX-VI), 18.00 (latem 19.00); ","8.00, 18.00 (latem 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=189"
"Kościół Matki Bożej Szkaplerznej","Szczeglino 34A, 76-004 Sianów","www.parafiaszczeglino.pl","strona WWW:","94 318 34 10","ks. Dariusz Szyba","13.00 (VII-VIII 8.30); ","środa 17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=146"
"Kościół św. Jakuba Apostoła","ul. Główna 33, 78-611 Szwecja","www.parafiaszwecja.pl","strona WWW:","67 258 16 15","ks. Ryszard Dawidowski","8.00, 11.15; ","18.00 (latem 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=227"
"Kościół Matki Bożej Nieustającej Pomocy","Szydłowo 4, 64-930 Szydłowo","dekanat:","strona WWW:","67 216 11 22","ks. Mariusz Woźniak","8.00, 13.15; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=228"
"Kościół Matki Bożej Królowej Polski","Śmiechów 26A, 76-1038 Dobrzyca","dekanat:","parafia.smiechow@neostrada.pl","94 347 34 40","ks. Roman Gałka","9.00 (VII-VIII 8.00), 11.00; ","poniedziałek, środa, piątek 17.00 (IV-IX 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=121"
"Kościół Matki Bożej Nieustającej Pomocy","ul. Niedziałkowskiego 2, 78-300 Świdwin","www.parafia.swidwin.pl","strona WWW:","94 365 27 71","ks. Ryszard Kizielewicz","7.00, 9.00, 10.30, 12.00, 18.00; ","7.00, 9.00 (IX-VI), 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=200"
"Kościół św. Michała Archanioła","ul. Popiełuszki 36A, 78-300 Świdwin","www.michalswidwin.parafia.info.pl","strona WWW:","94 365 73 40 - proboszcz, 94 365 23 55 - wikariusz",", 94 365 23 55 - wikariusz","7.00, 9.00, 10.30, 12.00, 18.00; ","7.00 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=201"
"Kościół św. Michała Archanioła","ul. Radomska 1B, 78-100 Kołobrzeg","dekanat:","strona WWW:","94 352 28 81","","12.30","","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=257"
"Kościół Wniebowstąpienia Pańskiego","ul. Gagarina 8, 78-301 Świdwin","dekanat:","strona WWW:","94 382 22 43","","10.00, 12.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=241"
"Kościół Matki Bożej Różańcowej","Świerczyna 51, 78-531 Wierzchowo","dekanat:","parafiaswierczyna@wp.pl","94 361 86 57","ks. Andrzej Krzyżewski","8.00, 12.00; ","17.00 (latem18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=64"
"Kościół Niepokalanego Serca Najświętszej Maryi Panny","Świerzno 40, 77-200 Miastko","dekanat:","strona WWW:","59 858 32 60","ks. Paweł Brostowicz","9.00, 11.00; ","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=147"
"Kościół Narodzenia Najświętszej Maryi Panny","Świeszyno 23, 76-024 Świeszyno","www.parafiaswieszyno.pl","swieszyno@koszalin.opoka.org.pl","94 316 12 24","ks. Krzysztof Kantowski","8.30, 13.00; ","wtorek, środa, piątek 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=37"
"Kościół Nawiedzenia Najświętszej Maryi Panny","ul. Niepodległości 35, 77-416 Tarnówka","parafia-tarnowka.pl","parafia.tarnowka@gmail.com","67 266 40 33","ks. Jerzy Ruszkowski, junior","7.45, 11.00; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=85"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","Toporzyk 3, 78-320 Połczyn-Zdrój","dekanat:","toporzyk@koszalin.opoka.org.pl","94 366 15 22","ks. Henryk Tomke","11.30; ","17.00 (latem 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=158"
"Kościół Matki Bożej Saletyńskiej","ul. Witosa 5, 64-980 Trzcianka","www.mbsaletynska.tnb.pl","strona WWW:","67 216 68 85","ks. Andrzej Żołyniak","8.00, 9.30, 11.00, 12.30, 18.00; ","7.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=210"
"Kościół św. Jana Chrzciciela","ul. Żeromskiego 39, 64-980 Trzcianka","www.parafia.trzcianka.com.pl","trzcianka@saletyni.pl","67 216 20 44, 67 216 56 36","ks. Wawrzyniec Skraba MS","6.30, 8.00, 9.30, 11.00, 12.30, 16.00 (IX-VI), 18.00; ","6.30, 7.15, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=209"
"Kościół Niepokalanego Serca Najświętszej Maryi Panny","Trzebielino 88, 77-235 Trzebielino","dekanat:","strona WWW:","59 858 02 18","ks. Krzysztof Skrzyniarz","9.00, 12.00; ","poniedziałek-środa, piątek-sobota 18.00 (X-IV 17.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=112"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","ul. Moniuszki 1, 78-640 Tuczno","www.tuczno.koszalin.opoka.org.pl","tuczno@koszalin.opoka.org.pl","67 259 30 22","ks. Jerzy Dalak","8.00, 11.00, 18.00; ","18.00 (VII-VIII 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=130"
"Kościół św. Józefa","Turowo 39, 78-400 Szczecinek","dekanat:","strona WWW:","94 716 41 67","ks. Zbigniew Dudojć","8.00, 12.00; ","poniedziałek-środa, piątek-sobota 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=193"
"Kościół Matki Bożej Wspomożenia Wiernych","ul. Kościelna 2, 78-220 Tychowo","parafia.tychowo.pl","bolonese@neostrada.pl","94 311 55 51","ks. Andrzej Sołtys","9.00, 10.30 (IX-VI), 12.00, 17.00; ","18.00 (VII-VIII poniedziałek-piątek)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=26"
"Kościół św. Bartłomieja Ap.","Uniechów 21, 77-310 Debrzno","www.uniechow.pl","strona WWW:","59 832 18 53","ks. Adam Jokiel","10.30; ","wtorek, środa, sobota 17.00 (IV-IX18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=49"
"Kościół Matki Bożej Gwiazdy Morza","ul. Morska 1, 76-032 Unieście","dekanat:","strona WWW:","94 318 91 91","ks. Włodzimierz Szymański","9.00, 11.00 (V-IX dod. 15.00, VII-VIII dod. 20.00); ","17.00 (IV-VIII 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=122"
"Kościół Najświętszego Zbawiciela","ul. Kościelna 4, 76-270 Ustka","dekanat:","ustka.zbawiciel@koszalin.opoka.org.pl","59 814 42 67 - proboszcz, 59 814 43 65 - wikariusze",", 59 814 43 65 - wikariusze","7.00, 9.00, 10.30, 12.00, 16.00 (VII-VIII 17.30), 18.00 (VII-VIII 19.00); ","7.00, 16.30 (VII-VIII 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=217"
"Kościół Najświętszej Maryi Panny Gwiazdy Morza","ul. Armii Krajowej 2, 76-270 Ustka","www.ustka.koszalin.opoka.org.pl","strona WWW:","59 814 59 22 - proboszcz, 59 814 99 27 - wikariusz",", 59 814 99 27 - wikariusz","sobota 18.00 (VII-VIII), 7.30, 9.30, 11.00, 12.30, 17.00 (VII-VIII dod. 19.30); ","8.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=218"
"Kościół św. Marka, Ewangelisty","ul. Komandorska 63, 76-271 Ustka","www.pwmarek.ordynariat.opoka.org.pl","ustka@ordynariat.opoka.org.pl","59 815 14 48","","9.00, 11.00; ","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=242"
"Kościół św. Pio","ul. Kwiatowa 2, 76-270 Ustka","dekanat:","strona WWW:","59 814 32 93","ks. Jerzy Pietkiewicz","8.00, 10.00, 12.00, 18.00 (latem 19.00); ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=220"
"Kościół Podwyższenia Krzyża Świętego","ul. Bolesława Chrobrego 10, 78-111 Ustronie Morskie","www.ustronie.koszalin.opoka.org.pl","ustronie@koszalin.opoka.org.pl","tel./fax: 94 354 05 95","ks. Jerzy Lubiński","9.00, 10.30, 17.00 (VII-VIII dod. 19.00); ","17.00 (VII-VIII 9.00, 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=95"
"Kościół Miłosierdzia Bożego","ul. 12 Lutego 21, 78-600 Wałcz","dekanat:","strona WWW:","67 250 12 44 - proboszcz, 67 258 26 12 - wikariusz",", 67 258 26 12 - wikariusz","8.00, 10.00, 13.00, 18.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=231"
"Kościół Podwyższenia Krzyża Pańskiego","ul. Dolne Miasto 26/3, 78-600 Wałcz","www.grekokatolicy.walcz.pl","strona WWW:","67 258 63 07","","10.00, święta godz. 8.30 i 17.00; ","10.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=258"
"Kościół św. Antoniego","ul. Orla 11, 78-600 Wałcz","www.walcz.kapucyni.pl","walcz@kapucyni.pl","67 258 04 22","o. Marek Metelica OFMCap OFMCap.","sobota 18.00, niedziela 7.00, 8.30, 10.00, 11.30, 13.00 (VII-VIII tylko w I niedzielę m-ca), 18.00, 19.30; ","7.30, 15.15 (piątek, po Koronce do Miłosierdzia Bożego), 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=230"
"Kościół św. Franciszka z Asyżu","ul. Wojska Polskiego 76, 78-600 Wałcz","www.franciszekwalcz.pl","strona WWW:","67 258 02 81, 67 250 24 21","","9.00, 10.30, 12.00 (IX-VI); ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=243"
"Kościół św. Mikołaja","Papieża Jana XXIII 13, 78-600 Wałcz","www.mikolajwalcz.pl","mikolajwalcz@mikolajwalcz.nazwa.pl","67 258 30 24, kom. 530 342 226 - ksiądz dyżurny","ks. Antoni Badura","7.00, 9.00, 10.30, 12.00, 13.15, 18.00; ","8.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=229"
"Kościół Najświętszej Maryi Panny Królowej Polski","Warszkowo 136, 76-100 Sławno","dekanat:","strona WWW:","59 810 23 06","ks. Janusz Brzosko","8.00, 12.30; ","poniedziałek-środa, piątek-sobota 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=167"
"Kościół św. Rocha","pl. Zwycięstwa 6, 64-730 Wieleń","dekanat:","strona WWW:","67 256 13 16","ks. Marek Kapitulski","sobota 18.00, niedziela 8.00, 12.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=211"
"Kościół św. Wojciecha BM","ul. Orła Białego 5, 78-530 Wierzchowo","www.parafiawierzchowo.pl","wierzchowo@xcr.pl","94 361 83 25","ks. Artur Traczewski CR","9.00, 10.30, 12.00; ","18.00 (zimą 17.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=65"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","Wierzchowo 42, 78-411 Wierzchowo","dekanat:","strona WWW:","94 375 77 28","ks. Marian Kraszewski","sobota 18.00, niedziela 12.00; ","wtorek-piątek 18.00 (zima 17.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=39"
"Kościół św. Urszuli Ledóchowskiej","Głobino 48A, 76-200 Słupsk","dekanat:","parafiawieszyno@op.pl","kom. 604 419 184","ks. Jarosław Aleksandrowicz","10.45","wtorek-sobota 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=174"
"Kościół św. Wojciecha Biskupa i Męczennika","ul. Na Wzgórzu 2, Włynkówko, 76-200 Słupsk","www.wlynkowko.parafia.info.pl","wlynkowko@koszalin.opoka.org.pl","59 847 14 25","ks. Mariusz Sitko","8.00, 12.00; ","poniedziałek, środa-piątek 18.00 (zima 17.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=175"
"Kościół Przemienienia Pańskiego","Wrzosowo 27A, 78-114 Wrzosowo","dekanat:","strona WWW:","94 358 19 26","ks. Kazimierz Koszykowski","11.00; ","czwartek 16.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=77"
"Kościół św. Wojciecha BM","Wyszewo 26, 76-015 Manowo","dekanat:","strona WWW:","94 318 25 28","ks. Waldemar Dembowski","10.30; ","wtorek, czwartek, sobota 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=40"
"Kościół św. Franciszka z Asyżu","Wytowno 40, 76-270 Ustka","dekanat:","strona WWW:","59 814 27 05","ks. Tadeusz Mazur","8.00, 12.00; ","wtorek 17.00, środa, piątek 8.00, sobota 17.00 (lato wtorek, sobota 19.00, środa, piątek 8.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=221"
"Kościół św. Stanisława BM","Zarańsko 8A, 78-500 Drawsko Pomorskie","dekanat:","strona WWW:","94 363 53 56","ks. Marek Humeniuk","9.00; ","18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=66"
"Kościół Matki Bożej Częstochowskiej","Zegrze Pomorskie 8B, 76-024 Świeszyno","dekanat:","strona WWW:","94 316 45 53","ks. Bogdan Gibczyński","10.30; ","środa, piątek, sobota 17.00 (lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=41"
"Kościół św. Augustyna","ul. Czwartaków 2A, 78-524 Złocieniec","augustynzlocieniec.pl/","augustyn@augustynzlocieniec.pl","94 363 70 89, fax: 94 363 70 84","","9.30, 11.00; ","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=244"
"Kościół św. Jadwigi","ul. Połczyńska 10, 78-520 Złocieniec","jadwigizlocieniec.pl/","strona WWW:","94 367 14 23","ks. Krzysztof Mazur","7.30, 9.00, 11.30, 17.00 (IX-VI); ","18.00 (VII-VIII poniedziałek-piątek 18.00, sobota 19.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=67"
"Kościół Wniebowzięcia Najświętszej Maryi Panny","ul. Bohaterów Warszawy 25, 78-520 Złocieniec","www.wniebowziecia.xcr.pl","strona WWW:","94 367 11 37, 94 367 15 94, 94 367 15 41","ks. Wiesław Hnatejko CR","6.30, 8.00, 9.30, 11.00, 12.30, 18.00; ","7.00, 18.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=68"
"Kościół Narodzenia Najświętszej Maryi Panny","Żelichowo 33, 64-761 Krzyż Wielkopolski","dekanat:","strona WWW:","67 345 12 30","ks. Zbigniew Stoltman","12.00; ","poniedziałek-środa 17.00, sobota 9.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=212"
"Kościół Przemienienia Pańskiego","Żukowo 75, 76-100 Sławno","dekanat:","strona WWW:","59 858 22 28","ks. Wiktor Pośnik","8.45, 11.00; ","16.00 (wiosna, jesień 17.00, lato 18.00)","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=168"
"Kościół Niepokalanego Poczęcia Najświętszej Maryi Panny","Żydowo 13, 76-012 Żydowo","www.parafia.zydowo.com","strona WWW:","94 318 88 10","ks. Tomasz Rembelski","10.00; ","17.00","","http://www.koszalin.opoka.org.pl/new/p.php?m=6&p=148"
